msci_index,last,day,previous_price
USA,38944.996,-0.005,39140.69949748744
CANADA,23144.712,-0.0105,23390.31025770591
SWITZERLAND,43161.256,-0.0086,43535.66269921324
UNITED KINGDOM,21725.266,-0.0039000000000000003,21810.326272462604
JAPAN,22558.258,0.022400000000000003,22064.023865414714
PACIFIC ex JAPAN,18814.934,0.0036,18747.44320446393
GERMANY,18459.914,-0.0127,18697.370606705157
NORDIC COUNTRIES,64980.093,-0.006999999999999999,65438.160120845925
FRANCE,20098.359,-0.0066,20231.889470505335
ITALY,3951.113,-0.011899999999999999,3998.6975002530107
SPAIN,14316.674,-0.0066,14411.791826051944
EUROPE,23276.578,-0.0069,23438.302285771828
WORLD,27938.049,-0.0038,28044.61855049187
EM (EMERGING MARKETS),1092.697,0.002,1090.5159680638722
WORLD SMALL CAP,1075.834,-0.0017000000000000001,1077.6660322548332
WORLD ENHANCED VALUE,3985.757,0.0019,3978.198422996307
WORLD MOMENTUM,8037.923,0.012199999999999999,7941.04228413357
WORLD SECTOR NEUTRAL QUALITY,4331.821,0.0001,4331.387861213879
EUROPE SECTOR NEUTRAL QUALITY,2590.634,-0.0063,2607.0584683506086
USA SECTOR NEUTRAL QUALITY,12178.102,0.0013,12162.291021671826
WORLD MINIMUM VOLATILITY (GBP),6367.846,-0.0003,6369.756927078123
