msci_index,last,day,previous_price
USA,39900.753,-0.0049,40097.22942417847
CANADA,24464.647,0.0006,24449.977013791726
SWITZERLAND,45417.053,-0.0085,45806.40746343923
UNITED KINGDOM,22766.161,-0.0018,22807.21398517331
JAPAN,23413.546,0.0032,23338.861642743217
PACIFIC ex JAPAN,19451.006,-0.0072,19592.068896051573
GERMANY,19229.461,0.0055000000000000005,19124.277473893584
NORDIC COUNTRIES,65766.066,0.0036,65530.15743324034
FRANCE,21170.65,-0.0013,21198.20766997096
ITALY,4295.592,-0.0016,4302.475961538461
SPAIN,16078.677,0.0003,16073.854843546937
EUROPE,24491.445,-0.0016,24530.694110576926
WORLD,28799.835,-0.0037,28906.79012345679
EM (EMERGING MARKETS),1036.983,0.0005,1036.464767616192
WORLD SMALL CAP,1119.176,0.0029,1115.9397746535049
WORLD ENHANCED VALUE,3999.243,0.002,3991.260479041916
WORLD MOMENTUM,7899.565,0.0018,7885.3713316031135
WORLD SECTOR NEUTRAL QUALITY,4531.702,-0.0062,4559.973837794325
EUROPE SECTOR NEUTRAL QUALITY,2730.928,-0.0015,2735.0305458187277
USA SECTOR NEUTRAL QUALITY,12678.588,-0.0084,12785.990318676884
WORLD MINIMUM VOLATILITY (GBP),6666.01,-0.0018,6678.030454818674
