msci_index,last,day,previous_price
USA,39272.487,0.0016,39209.751397763575
CANADA,23144.152,-0.005699999999999999,23276.829930604443
SWITZERLAND,44718.095,-0.0045000000000000005,44920.23606228026
UNITED KINGDOM,21798.882,-0.0032,21868.862359550563
JAPAN,23199.071,-0.0033,23275.88140864854
PACIFIC ex JAPAN,18717.36,-0.0078000000000000005,18864.503124370087
GERMANY,18506.951,-0.001,18525.476476476477
NORDIC COUNTRIES,64417.404,0.0066,63995.03675740116
FRANCE,20852.705,-0.005600000000000001,20970.137771520516
ITALY,4202.686,0.0033,4188.862752915378
SPAIN,15362.521,-0.003,15408.747241725176
EUROPE,23942.771,-0.0022,23995.561234716377
WORLD,28271.924,0.0002,28266.27074585083
EM (EMERGING MARKETS),1110.514,-0.0004,1110.958383353341
WORLD SMALL CAP,1105.168,0.0,1105.168
WORLD ENHANCED VALUE,3999.768,0.0003,3998.5684294711587
WORLD MOMENTUM,8385.761,0.0012,8375.710147822612
WORLD SECTOR NEUTRAL QUALITY,4436.228,-0.0002,4437.115423084617
EUROPE SECTOR NEUTRAL QUALITY,2686.138,-0.0021,2691.790760597254
USA SECTOR NEUTRAL QUALITY,12414.625,0.0016,12394.793330670926
WORLD MINIMUM VOLATILITY (GBP),6382.876,-0.0009,6388.625763186868
