msci_index,last,day,previous_price
USA,39775.926,0.0009,39740.15985612949
CANADA,23985.295,-0.0051,24108.24706000603
SWITZERLAND,43529.541,-0.011000000000000001,44013.69160768453
UNITED KINGDOM,22625.714,-0.0147,22963.27412970669
JAPAN,23308.46,-0.009300000000000001,23527.263551024527
PACIFIC ex JAPAN,19303.686,-0.0026,19354.00641668338
GERMANY,18585.585,-0.019,18945.550458715596
NORDIC COUNTRIES,65169.713,-0.0129,66021.38891702969
FRANCE,19837.897,-0.0175,20191.24376590331
ITALY,4145.483,-0.0202,4230.948152684221
SPAIN,15728.619,-0.02,16049.611224489798
EUROPE,23738.463,-0.0139,24073.07879525403
WORLD,28564.67,-0.0023,28630.52019645184
EM (EMERGING MARKETS),1059.4,0.0129,1045.9077895152534
WORLD SMALL CAP,1079.323,-0.0067,1086.6032417195208
WORLD ENHANCED VALUE,4035.537,-0.0074,4065.622607293975
WORLD MOMENTUM,7863.481,0.0070999999999999995,7808.043888392413
WORLD SECTOR NEUTRAL QUALITY,4470.51,-0.0013,4476.329227996395
EUROPE SECTOR NEUTRAL QUALITY,2654.028,-0.0104,2681.919967663702
USA SECTOR NEUTRAL QUALITY,12507.384,0.0012,12492.393128246104
WORLD MINIMUM VOLATILITY (GBP),6611.585,-0.0078000000000000005,6663.560774037493
