msci_index,last,day,previous_price
USA,37818.155,0.006999999999999999,37555.268123138034
CANADA,22817.306,0.0096,22600.34270998415
SWITZERLAND,43015.603,0.0049,42805.85431386208
UNITED KINGDOM,21551.11,0.0003,21544.646606018196
JAPAN,21815.186,0.013500000000000002,21524.60384805131
PACIFIC ex JAPAN,18731.908,0.005,18638.714427860697
GERMANY,17862.352,-0.011200000000000002,18064.676375404528
NORDIC COUNTRIES,63234.356,-0.0025,63392.83809523809
FRANCE,19674.143,-0.0044,19761.091803937325
ITALY,3912.314,-0.0075,3941.878085642317
SPAIN,13932.183,-0.009300000000000001,14062.96860805491
EUROPE,22705.661,-0.0046,22810.58971267832
WORLD,27178.015,0.005600000000000001,27026.66567223548
EM (EMERGING MARKETS),1030.044,-0.0059,1036.157328236596
WORLD SMALL CAP,1051.128,-0.0,1051.128
WORLD ENHANCED VALUE,3636.073,-0.0053,3655.4468684025333
WORLD MOMENTUM,7592.284,-0.0004,7595.32212885154
WORLD SECTOR NEUTRAL QUALITY,4244.712,0.006500000000000001,4217.299552906111
WORLD MINIMUM VOLATILITY (GBP),6288.432,0.01,6226.170297029703
