msci_index,last,day,previous_price
USA,39112.767,0.0052,38910.43274970155
CANADA,24361.693,0.008199999999999999,24163.55187462805
SWITZERLAND,45851.091,0.0034999999999999996,45691.17189835575
UNITED KINGDOM,22933.424,0.0058,22801.17717240008
JAPAN,22506.544,0.001,22484.059940059946
PACIFIC ex JAPAN,19568.895,0.0067,19438.656004768054
GERMANY,19127.818,0.006500000000000001,19004.29011425733
NORDIC COUNTRIES,66298.166,0.011200000000000002,65563.85087025315
FRANCE,20847.351,0.0031,20782.92393579902
ITALY,4245.396,-0.0004,4247.094837935174
SPAIN,15967.716,0.0085,15833.134357957364
EUROPE,24415.729,0.0054,24284.59220210861
WORLD,28308.224,0.0052,28161.78272980501
EM (EMERGING MARKETS),1043.992,0.013500000000000002,1030.0858411445486
WORLD SMALL CAP,1101.056,0.006999999999999999,1093.4021847070508
WORLD ENHANCED VALUE,3962.646,0.0062,3938.2289803220037
WORLD MOMENTUM,7703.291,0.0032,7678.719098883572
WORLD SECTOR NEUTRAL QUALITY,4477.917,0.0058,4452.09484987075
EUROPE SECTOR NEUTRAL QUALITY,2739.226,0.0053,2724.7846414005767
USA SECTOR NEUTRAL QUALITY,12459.266,0.0052,12394.812972542775
WORLD MINIMUM VOLATILITY (GBP),6639.923,0.0054,6604.259996021483
