msci_index,last,day,previous_price
USA,38829.604,-0.0025,38926.92130325814
CANADA,23068.152,-0.0073,23237.787851314595
SWITZERLAND,45375.531,-0.016399999999999998,46132.097397315985
UNITED KINGDOM,22070.069,-0.0161,22431.21150523427
JAPAN,22170.663,-0.0192,22604.672716150082
PACIFIC ex JAPAN,18550.709,0.0002,18546.999600079984
GERMANY,18106.422,-0.0236,18544.061859893485
NORDIC COUNTRIES,63501.082,-0.0179,64658.46858772019
FRANCE,20202.45,-0.0232,20682.27886977887
ITALY,4092.932,-0.0147,4153.995737338882
SPAIN,15114.068,-0.0287,15560.658910738184
EUROPE,23604.67,-0.0173,24020.219802584714
WORLD,27893.05,-0.0059,28058.59571471683
EM (EMERGING MARKETS),1033.895,-0.005,1039.0904522613066
WORLD SMALL CAP,1077.473,-0.0097,1088.0268605473088
WORLD ENHANCED VALUE,3816.245,-0.008100000000000001,3847.4090130053432
WORLD MOMENTUM,7800.367,-0.0017000000000000001,7813.650205349094
WORLD SECTOR NEUTRAL QUALITY,4408.886,-0.0052,4431.9320466425415
EUROPE SECTOR NEUTRAL QUALITY,2671.436,-0.0134,2707.7194405027367
USA SECTOR NEUTRAL QUALITY,12341.474,-0.0031,12379.851539773297
WORLD MINIMUM VOLATILITY (GBP),6474.922,-0.0076,6524.508262797259
