msci_index,last,day,previous_price
USA,39359.038,-0.0021,39441.8659184287
CANADA,24126.481,-0.0052,24252.594491355045
SWITZERLAND,45109.391,-0.0079,45468.59288378188
UNITED KINGDOM,22919.003,0.0,22919.003
JAPAN,22978.797,0.0046,22873.57853872188
PACIFIC ex JAPAN,19719.426,0.0006,19707.60143913652
GERMANY,19278.336,-0.009399999999999999,19461.271956390065
NORDIC COUNTRIES,66415.267,-0.0060999999999999995,66822.8866083107
FRANCE,20483.134,-0.0072,20631.682111200644
ITALY,4235.352,0.001,4231.120879120879
SPAIN,15990.083,-0.0019,16020.521991784392
EUROPE,24280.421,-0.0059,24424.52570163967
WORLD,28440.41,-0.0024,28508.831194867682
EM (EMERGING MARKETS),1047.912,-0.0004,1048.3313325330132
WORLD SMALL CAP,1094.852,-0.0016,1096.6065705128206
WORLD ENHANCED VALUE,3981.89,0.0043,3964.841182913472
WORLD MOMENTUM,7613.458,0.0005,7609.653173413293
WORLD SECTOR NEUTRAL QUALITY,4481.984,-0.005,4504.506532663317
EUROPE SECTOR NEUTRAL QUALITY,2721.103,-0.0069,2740.0090625314674
USA SECTOR NEUTRAL QUALITY,12485.116,-0.0034999999999999996,12528.967385850476
WORLD MINIMUM VOLATILITY (GBP),6672.922,-0.0012,6680.939126952342
