"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-07-02","UKX:IND","FTSE 100 INDEX","10652.87","174.53","1.665626","10477.76","10478.34","10694.94","10436.76","10934.94","8738.99","FALSE","2026-07-02T15:35:30.000Z","100","76","23",""
