msci_index,last,day,previous_price
USA,38752.159,-0.005699999999999999,38974.31258171578
CANADA,23471.788,0.0002,23467.094581083784
SWITZERLAND,45245.3,-0.005,45472.66331658292
UNITED KINGDOM,22250.211,0.0053,22132.906595046254
JAPAN,22108.46,-0.0212,22587.310993052717
PACIFIC ex JAPAN,18873.173,-0.0016,18903.41846955128
GERMANY,18043.379,-0.0034000000000000002,18104.935781657638
NORDIC COUNTRIES,64023.67,0.0005,63991.67416291854
FRANCE,20370.779,-0.0009,20389.129216294663
ITALY,4123.496,0.0016,4116.908945686901
SPAIN,15206.022,0.0021,15174.156271829159
EUROPE,23726.504,0.0011,23700.43352312456
WORLD,27900.355,-0.0052,28046.195215118616
EM (EMERGING MARKETS),1017.171,-0.0149,1032.5560856765812
WORLD SMALL CAP,1075.528,-0.0040999999999999995,1079.955818857315
WORLD ENHANCED VALUE,3768.969,-0.0102,3807.80864821176
WORLD MOMENTUM,7579.235,-0.024399999999999998,7768.793562935629
WORLD SECTOR NEUTRAL QUALITY,4452.782,0.0015,4446.112830753869
EUROPE SECTOR NEUTRAL QUALITY,2676.268,0.0031,2667.9972086531748
USA SECTOR NEUTRAL QUALITY,12445.658,0.0034999999999999996,12402.250124564025
WORLD MINIMUM VOLATILITY (GBP),6433.841,0.0083,6380.87969850243
