msci_index,last,day,previous_price
USA,39121.479,-0.006,39357.62474849095
CANADA,23841.248,-0.0118,24125.934021453148
SWITZERLAND,45057.919,-0.0011,45107.537291020126
UNITED KINGDOM,22874.229,-0.002,22920.06913827655
JAPAN,23089.354,0.0048,22979.054538216562
PACIFIC ex JAPAN,19632.74,-0.0044,19719.505825632787
GERMANY,19052.329,-0.011699999999999999,19277.880198320352
NORDIC COUNTRIES,65987.972,-0.0064,66413.01529790659
FRANCE,20392.142,-0.0044,20482.263961430293
ITALY,4178.702,-0.0134,4235.457125481452
SPAIN,15868.505,-0.0076,15990.029222087867
EUROPE,24142.232,-0.005699999999999999,24280.63160012069
WORLD,28283.439,-0.0055000000000000005,28439.858220211157
EM (EMERGING MARKETS),1054.356,0.0060999999999999995,1047.9634231189743
WORLD SMALL CAP,1086.663,-0.0075,1094.8745591939546
WORLD ENHANCED VALUE,3973.097,-0.0022,3981.8570855882945
WORLD MOMENTUM,7569.831,-0.005699999999999999,7613.226390425425
WORLD SECTOR NEUTRAL QUALITY,4453.716,-0.0063,4481.952299486767
EUROPE SECTOR NEUTRAL QUALITY,2703.86,-0.0063,2721.002314581866
USA SECTOR NEUTRAL QUALITY,12410.074,-0.006,12484.983903420523
WORLD MINIMUM VOLATILITY (GBP),6667.746,-0.0008,6673.084467574059
