msci_index,last,day,previous_price
USA,38770.793,0.0022,38685.68449411295
CANADA,22969.389,-0.006999999999999999,23131.3081570997
SWITZERLAND,44622.105,0.0073,44298.724312518614
UNITED KINGDOM,22084.816,0.0014000000000000002,22053.940483323346
JAPAN,22017.035,-0.0034000000000000002,22092.148304234397
PACIFIC ex JAPAN,18673.994,0.0036,18607.008768433636
GERMANY,18788.68,0.0019,18753.049206507636
NORDIC COUNTRIES,65963.845,-0.0007000000000000001,66010.0520364255
FRANCE,20282.736,0.0067,20147.74610112248
ITALY,3959.296,-0.0032,3972.006420545746
SPAIN,14534.573,0.005699999999999999,14452.19548573133
EUROPE,23570.507,0.0028000000000000004,23504.693857199843
WORLD,27856.348,0.0017000000000000001,27809.072576619747
EM (EMERGING MARKETS),1063.625,0.013300000000000001,1049.6644626467976
WORLD SMALL CAP,1076.912,0.0007000000000000001,1076.1586889177577
WORLD ENHANCED VALUE,3879.267,0.003,3867.664007976072
WORLD MOMENTUM,7832.522,-0.0026,7852.939643071987
WORLD SECTOR NEUTRAL QUALITY,4352.401,0.0012,4347.184378745505
EUROPE SECTOR NEUTRAL QUALITY,2644.844,0.002,2639.5648702594813
USA SECTOR NEUTRAL QUALITY,12173.878,-0.0003,12177.531259377814
WORLD MINIMUM VOLATILITY (GBP),6393.937,-0.0008,6399.056244995997
