msci_index,last,day,previous_price
USA,38463.363,0.0103,38071.22933782045
CANADA,22845.201,0.0086,22650.407495538373
SWITZERLAND,43296.092,0.0016,43226.92891373801
UNITED KINGDOM,21849.137,0.0069,21699.41106366074
JAPAN,21791.461,-0.012199999999999999,22060.600323952218
PACIFIC ex JAPAN,18754.814,0.0016,18724.854233226833
GERMANY,18216.389,0.0138,17968.42473860722
NORDIC COUNTRIES,63401.608,-0.0002,63414.29085817163
FRANCE,19884.272,0.0089,19708.8631182476
ITALY,3964.788,0.009000000000000001,3929.423191278494
SPAIN,14077.43,0.0078000000000000005,13968.47588807303
EUROPE,23043.705,0.008100000000000001,22858.55073901399
WORLD,27577.8,0.0083,27350.78845581672
EM (EMERGING MARKETS),1043.887,0.009000000000000001,1034.575817641229
WORLD SMALL CAP,1056.061,0.0042,1051.6440948018324
WORLD ENHANCED VALUE,3700.463,0.0037,3686.8217594898874
WORLD MOMENTUM,7711.691,0.0022,7694.762522450608
WORLD SECTOR NEUTRAL QUALITY,4301.85,0.0084,4266.015470051568
EUROPE SECTOR NEUTRAL QUALITY,2594.388,0.006999999999999999,2576.353525322741
USA SECTOR NEUTRAL QUALITY,11958.327,0.0088,11854.011697065822
WORLD MINIMUM VOLATILITY (GBP),6341.372,0.0067,6299.1675772325425
