msci_index,last,day,previous_price
USA,39735.261,-0.0021,39818.88064936366
CANADA,24242.269,0.0013,24210.794966543494
SWITZERLAND,46104.651,-0.0055000000000000005,46359.628959276015
UNITED KINGDOM,22898.746,-0.0018,22940.038068523343
JAPAN,22885.737,-0.0009,22906.3527174457
PACIFIC ex JAPAN,19702.221,0.0040999999999999995,19621.77173588288
GERMANY,19201.684,0.0034000000000000002,19136.619493721348
NORDIC COUNTRIES,65392.321,-0.0015,65490.55683525288
FRANCE,21348.263,-0.001,21369.63263263263
ITALY,4303.418,0.0008,4299.978017585931
SPAIN,16105.394,0.0025,16065.230922693268
EUROPE,24541.867,0.0001,24539.41305869413
WORLD,28683.92,-0.0014000000000000002,28724.13378730222
EM (EMERGING MARKETS),1017.909,-0.0018,1019.7445401723102
WORLD SMALL CAP,1103.397,0.0034000000000000002,1099.6581622483554
WORLD ENHANCED VALUE,3915.349,0.0011,3911.0468484666862
WORLD MOMENTUM,7712.824,0.0034000000000000002,7686.689256527805
WORLD SECTOR NEUTRAL QUALITY,4532.075,-0.0005,4534.342171085543
EUROPE SECTOR NEUTRAL QUALITY,2739.335,-0.0001,2739.6089608960897
USA SECTOR NEUTRAL QUALITY,12676.69,-0.0018,12699.549188539371
WORLD MINIMUM VOLATILITY (GBP),6650.802,0.0002,6649.472105578884
