msci_index,last,day,previous_price
USA,39111.138,-0.0055000000000000005,39327.438914027145
CANADA,23979.724,-0.0088,24192.619047619046
SWITZERLAND,43691.883,-0.0173,44461.059326345785
UNITED KINGDOM,22634.326,-0.013000000000000001,22932.447821681864
JAPAN,23405.392,0.0028000000000000004,23340.039888312727
PACIFIC ex JAPAN,19638.512,-0.001,19658.170170170168
GERMANY,18787.917,-0.0154,19081.77635588056
NORDIC COUNTRIES,66155.336,-0.0075,66655.25037783374
FRANCE,20087.902,-0.0187,20470.704167940487
ITALY,4175.196,-0.005,4196.176884422111
SPAIN,15858.511,-0.0132,16070.643494122416
EUROPE,23943.82,-0.0138,24278.868383694993
WORLD,28272.945,-0.0063,28452.193821072757
EM (EMERGING MARKETS),1070.05,0.0013,1068.6607410366523
WORLD SMALL CAP,1083.324,-0.009399999999999999,1093.603876438522
WORLD ENHANCED VALUE,4034.298,-0.0009,4037.932138925032
WORLD MOMENTUM,7813.695,-0.0011,7822.29952948243
WORLD SECTOR NEUTRAL QUALITY,4422.204,-0.0072,4454.274778404512
EUROPE SECTOR NEUTRAL QUALITY,2661.831,-0.0148,2701.81790499391
USA SECTOR NEUTRAL QUALITY,12305.821,-0.0066,12387.579021542178
WORLD MINIMUM VOLATILITY (GBP),6571.038,-0.0058,6609.372359686179
