msci_index,last,day,previous_price
USA,38972.715,-0.0017000000000000001,39039.081438445355
CANADA,23466.265,-0.0016,23503.871193910258
SWITZERLAND,45471.693,-0.0012,45526.32458950741
UNITED KINGDOM,22132.072,-0.0015,22165.319979969954
JAPAN,22586.217,0.006999999999999999,22429.212512413113
PACIFIC ex JAPAN,18903.022,0.0032,18842.725279106857
GERMANY,18104.778,-0.012,18324.674089068823
NORDIC COUNTRIES,63988.765,-0.0068000000000000005,64426.86770036247
FRANCE,20388.46,-0.0043,20476.5089886512
ITALY,4116.741,-0.013500000000000002,4173.077546882919
SPAIN,15174.321,-0.011000000000000001,15343.095045500506
EUROPE,23700.472,-0.0054,23829.149406796703
WORLD,28046.61,-0.0016,28091.556490384617
EM (EMERGING MARKETS),1032.53,0.0158,1016.4697775152589
WORLD SMALL CAP,1079.912,-0.0031,1083.2701374260207
WORLD ENHANCED VALUE,3807.912,-0.0166,3872.1903599755947
WORLD MOMENTUM,7768.414,-0.0174,7905.978017504579
WORLD SECTOR NEUTRAL QUALITY,4446.02,-0.0007000000000000001,4449.134394075853
EUROPE SECTOR NEUTRAL QUALITY,2668.116,-0.0054,2682.6020510758094
USA SECTOR NEUTRAL QUALITY,12401.835,-0.0028000000000000004,12436.657641395908
WORLD MINIMUM VOLATILITY (GBP),6381.18,-0.0115,6455.417298937785
