msci_index,last,day,previous_price
USA,40427.868,0.0021,40343.14739047999
CANADA,24258.626,0.0059,24116.33959638135
SWITZERLAND,44344.167,0.003,44211.53240279163
UNITED KINGDOM,22698.03,-0.0034999999999999996,22777.752132463622
JAPAN,23356.912,0.0033,23280.087710555166
PACIFIC ex JAPAN,19436.596,0.0029,19380.392860703963
GERMANY,18779.16,-0.0002,18782.916583316663
NORDIC COUNTRIES,65428.032,0.0023,65277.89284645316
FRANCE,20047.611,0.0016,20015.58606230032
ITALY,4179.023,-0.008199999999999999,4213.57430933656
SPAIN,15896.82,-0.0005,15904.772386193095
EUROPE,23996.809,0.0007000000000000001,23980.022983911265
WORLD,28973.179,0.0021,28912.46282806107
EM (EMERGING MARKETS),1082.48,0.0091,1072.7182637994251
WORLD SMALL CAP,1090.582,0.0058,1084.2931000198848
WORLD ENHANCED VALUE,4089.12,0.004699999999999999,4069.9910421021204
WORLD MOMENTUM,8043.465,0.0067,7989.932452567797
WORLD SECTOR NEUTRAL QUALITY,4538.351,0.0015,4531.5536694957555
EUROPE SECTOR NEUTRAL QUALITY,2682.465,0.001,2679.7852147852154
USA SECTOR NEUTRAL QUALITY,12733.683,0.0024,12703.19533120511
WORLD MINIMUM VOLATILITY (GBP),6635.6,0.0005,6632.283858070965
