msci_index,last,day,previous_price
USA,39570.991,-0.0023,39662.21409241255
CANADA,24447.557,0.0002,24442.66846630674
SWITZERLAND,44983.923,-0.0083,45360.41443985076
UNITED KINGDOM,22958.395,-0.0005,22969.879939969986
JAPAN,23745.669,0.018600000000000002,23312.06459846849
PACIFIC ex JAPAN,19833.701,-0.0009,19851.567410669602
GERMANY,19105.384,-0.0026,19155.187487467414
NORDIC COUNTRIES,66595.347,0.0003,66575.3743876837
FRANCE,20442.709,0.0019,20403.941511128854
ITALY,4197.442,-0.0005,4199.541770885443
SPAIN,16086.138,-0.002,16118.374749498998
EUROPE,24307.129,-0.0008,24326.590272217774
WORLD,28631.111,-0.0007000000000000001,28651.166816771743
EM (EMERGING MARKETS),1072.0,0.0154,1055.7415796730352
WORLD SMALL CAP,1102.146,-0.0005,1102.697348674337
WORLD ENHANCED VALUE,4076.94,0.0026,4066.3674446439263
WORLD MOMENTUM,7785.161,0.0032,7760.327950558213
WORLD SECTOR NEUTRAL QUALITY,4494.618,-0.0007000000000000001,4497.766436505554
EUROPE SECTOR NEUTRAL QUALITY,2710.539,-0.0018,2715.426768182729
USA SECTOR NEUTRAL QUALITY,12497.495,-0.0023,12526.305502656109
WORLD MINIMUM VOLATILITY (GBP),6662.536,-0.0018,6674.550190342617
