Kind,Name,Symbol,Price,Change,PctChange,PrevClose,QuoteTimestamp,DateUK,Timestamp,Source,Method,Open,High,Low,Volume,QuoteDate,QuoteTime,Index,Total,Up,Down,Unchanged,Unknown,InputFile
headline,SWDA,SWDA.L,10463,48,0.4608737397983677,10415,,2026-06-11,2026-06-11T14:53:00.100Z,yahoo/yfinance,history_1d,10416,10521,10410,58355,2026-06-11,,,,,,,,
headline,MSCI World GBP Net yfinance,^990100-GBP-NETR,27288.169921875,218.38992187500116,0.8067665192513614,27069.78,,2026-06-11,2026-06-11T14:53:00.100Z,yahoo/yfinance,history_1d,27127.580078125,27374.25,27077.990234375,0,2026-06-11,,,,,,,,
headline,MSCI World GBP Net (intraday est.),MSCI_World_GBP_Net,27288.16790573967,218.3899057396702,0.8067665192513614,27069.778,,2026-06-11,2026-06-11T14:53:00.100Z,yahoo/yfinance + derivation,estimated_from_990100GB,,,,,2026-06-11,,,,,,,,
