msci_index,last,day,previous_price
USA,39906.78,0.0172,39231.98977585528
CANADA,23766.784,0.0125,23473.36691358025
SWITZERLAND,45939.886,0.0074,45602.42803255906
UNITED KINGDOM,22930.752,0.0019,22887.26619423096
JAPAN,22413.065,-0.0064,22557.432568438002
PACIFIC ex JAPAN,19638.009,0.011399999999999999,19416.659086414867
GERMANY,19100.903,0.0060999999999999995,18985.093927045025
NORDIC COUNTRIES,65702.975,0.009000000000000001,65116.922695738365
FRANCE,21294.006,0.0064,21158.591017488077
ITALY,4306.735,0.0123,4254.405808554776
SPAIN,15984.054,0.0012,15964.896124650419
EUROPE,24463.449,0.0075,24281.338957816377
WORLD,28702.129,0.013999999999999999,28305.84714003945
EM (EMERGING MARKETS),1013.542,-0.0006,1014.1504902941766
WORLD SMALL CAP,1104.602,0.0159,1087.3137119795256
WORLD ENHANCED VALUE,3927.769,0.0139,3873.9214912713283
WORLD MOMENTUM,7780.396,0.0232,7603.983580922595
WORLD SECTOR NEUTRAL QUALITY,4533.717,0.0115,4482.172021749876
EUROPE SECTOR NEUTRAL QUALITY,2725.454,0.0084,2702.750892502975
USA SECTOR NEUTRAL QUALITY,12716.517,0.013300000000000001,12549.607223921837
WORLD MINIMUM VOLATILITY (GBP),6607.525,0.0069,6562.245506008541
