msci_index,last,day,previous_price
USA,39085.651,0.0066,38829.377111066955
CANADA,23206.929,0.006,23068.517892644137
SWITZERLAND,45560.971,0.0040999999999999995,45374.9337715367
UNITED KINGDOM,22035.64,-0.0016,22070.953525641027
JAPAN,22323.634,0.0069,22170.656470354555
PACIFIC ex JAPAN,18581.547,0.0017000000000000001,18550.01197963462
GERMANY,18292.504,0.0103,18106.012075621104
NORDIC COUNTRIES,64465.512,0.0152,63500.307328605195
FRANCE,20397.254,0.0096,20203.30229793978
ITALY,4128.19,0.0086,4092.990283561372
SPAIN,15290.968,0.011699999999999999,15114.132648018187
EUROPE,23810.686,0.0087,23605.319718449493
WORLD,28082.391,0.0068000000000000005,27892.720500595948
EM (EMERGING MARKETS),1031.378,-0.0024,1033.8592622293504
WORLD SMALL CAP,1088.353,0.0101,1077.4705474705474
WORLD ENHANCED VALUE,3870.047,0.0141,3816.238043585445
WORLD MOMENTUM,7923.039,0.015700000000000002,7800.570050211676
WORLD SECTOR NEUTRAL QUALITY,4438.054,0.0066,4408.954897675343
EUROPE SECTOR NEUTRAL QUALITY,2687.815,0.0060999999999999995,2671.518735712156
USA SECTOR NEUTRAL QUALITY,12411.344,0.005699999999999999,12341.00029829969
WORLD MINIMUM VOLATILITY (GBP),6467.504,-0.0011,6474.626088697567
