msci_index,last,day,previous_price
USA,39679.946,-0.0055000000000000005,39899.392659627956
CANADA,24430.641,-0.0014000000000000002,24464.89184858802
SWITZERLAND,45240.0,-0.0039000000000000003,45417.126794498545
UNITED KINGDOM,22713.531,-0.0023,22765.892552871603
JAPAN,23352.641,-0.0026,23413.51614196912
PACIFIC ex JAPAN,19476.964,0.0013,19451.676820133824
GERMANY,19158.288,-0.0037,19229.43691659139
NORDIC COUNTRIES,65649.731,-0.0018,65768.11360448808
FRANCE,21042.131,-0.0060999999999999995,21171.27578227186
ITALY,4291.284,-0.001,4295.579579579579
SPAIN,15945.901,-0.0083,16079.359685388727
EUROPE,24444.653,-0.0019,24491.186253882377
WORLD,28670.619,-0.0045000000000000005,28800.219989954792
EM (EMERGING MARKETS),1041.762,0.0046,1036.9918375472826
WORLD SMALL CAP,1116.736,-0.0022,1119.198236119463
WORLD ENHANCED VALUE,3998.304,-0.0002,3999.1038207641527
WORLD MOMENTUM,8002.391,0.013000000000000001,7899.694965449161
WORLD SECTOR NEUTRAL QUALITY,4512.312,-0.0043,4531.798734558602
EUROPE SECTOR NEUTRAL QUALITY,2729.313,-0.0006,2730.951570942566
USA SECTOR NEUTRAL QUALITY,12600.414,-0.0062,12679.02394848058
WORLD MINIMUM VOLATILITY (GBP),6617.683,-0.0073,6666.347335549512
