msci_index,last,day,previous_price
USA,38685.85,0.01,38302.82178217822
CANADA,23132.367,-0.0031,23204.30033102618
SWITZERLAND,44299.468,0.0023,44197.81303003093
UNITED KINGDOM,22054.89,0.002,22010.868263473054
JAPAN,22091.097,-0.0003,22097.72631789537
PACIFIC ex JAPAN,18607.44,-0.0028000000000000004,18659.68712394705
GERMANY,18752.269,-0.0054,18854.081037603057
NORDIC COUNTRIES,66013.351,-0.0002,66026.55631126225
FRANCE,20148.672,-0.006500000000000001,20280.495218923
ITALY,3972.112,-0.0066,3998.502113952084
SPAIN,14451.802,-0.003,14495.287863590773
EUROPE,23503.624,-0.0034000000000000002,23583.808950431467
WORLD,27809.354,0.006500000000000001,27629.76055638351
EM (EMERGING MARKETS),1049.661,0.0091,1040.1952234664552
WORLD SMALL CAP,1076.13,0.0126,1062.739482520245
WORLD ENHANCED VALUE,3867.645,0.026699999999999998,3767.06438102659
WORLD MOMENTUM,7852.899,0.0207,7693.64063877731
WORLD SECTOR NEUTRAL QUALITY,4347.222,0.0037,4331.1965726810795
EUROPE SECTOR NEUTRAL QUALITY,2639.46,-0.0051,2652.99025027641
USA SECTOR NEUTRAL QUALITY,12177.931,0.0102,12054.970302910315
WORLD MINIMUM VOLATILITY (GBP),6399.033,-0.0026,6415.713856025667
