msci_index,last,day,previous_price
USA,38579.582,-0.0001,38583.4403440344
CANADA,23631.273,0.005,23513.704477611944
SWITZERLAND,45364.445,0.0053,45125.281010643586
UNITED KINGDOM,22637.168,0.0084,22448.59976199921
JAPAN,22058.002,-0.013600000000000001,22362.12692619627
PACIFIC ex JAPAN,19096.964,-0.0022,19139.069953898575
GERMANY,18226.738,0.0139,17976.85965085314
NORDIC COUNTRIES,64282.83,0.0072,63823.30222398729
FRANCE,20489.171,0.0085,20316.48091224591
ITALY,4146.795,0.0105,4103.706086095993
SPAIN,15513.783,0.017,15254.457227138644
EUROPE,23916.801,0.0077,23734.04882405478
WORLD,27858.729,0.0005,27844.806596701652
EM (EMERGING MARKETS),1007.49,-0.027000000000000003,1035.447070914697
WORLD SMALL CAP,1078.486,-0.0028000000000000004,1081.5142398716407
WORLD ENHANCED VALUE,3863.516,-0.006,3886.837022132797
WORLD MOMENTUM,7736.255,-0.0178,7876.455915292202
WORLD SECTOR NEUTRAL QUALITY,4430.619,0.0019,4422.216788102604
EUROPE SECTOR NEUTRAL QUALITY,2696.209,0.0070999999999999995,2677.2008737960477
USA SECTOR NEUTRAL QUALITY,12372.83,0.0027,12339.513314052061
WORLD MINIMUM VOLATILITY (GBP),6516.687,0.0085,6461.762022806148
