msci_index,last,day,previous_price
USA,38928.666,-0.0063,39175.47147026265
CANADA,23238.182,0.0040999999999999995,23143.294492580422
SWITZERLAND,46132.459,0.0022,46031.19038116145
UNITED KINGDOM,22431.265,0.0018,22390.961269714513
JAPAN,22604.088,-0.0106,22846.258338386902
PACIFIC ex JAPAN,18546.96,-0.0005,18556.238119059526
GERMANY,18543.854,-0.012199999999999999,18772.883174731727
NORDIC COUNTRIES,64659.631,-0.0036,64893.24668807708
FRANCE,20681.414,-0.005699999999999999,20799.97385095042
ITALY,4154.012,-0.006,4179.086519114688
SPAIN,15560.756,-0.0013,15581.011314709122
EUROPE,24021.164,-0.0067,24183.19138226115
WORLD,28059.531,-0.0062,28234.585429663915
EM (EMERGING MARKETS),1039.141,-0.021400000000000002,1061.8649090537504
WORLD SMALL CAP,1087.987,-0.0134,1102.7640381106833
WORLD ENHANCED VALUE,3847.379,-0.0096,3884.671849757674
WORLD MOMENTUM,7813.601,-0.0258,8020.530691849723
WORLD SECTOR NEUTRAL QUALITY,4431.865,-0.005600000000000001,4456.823209975865
EUROPE SECTOR NEUTRAL QUALITY,2707.79,-0.0052,2721.9441093687174
USA SECTOR NEUTRAL QUALITY,12379.677,-0.004699999999999999,12438.13624032955
WORLD MINIMUM VOLATILITY (GBP),6524.828,0.0029,6505.960713929605
