msci_index,last,day,previous_price
USA,37962.764,-0.0063,38203.44570796015
CANADA,22724.033,-0.0014000000000000002,22755.891247746844
SWITZERLAND,43698.177,0.0034999999999999996,43545.7668161435
UNITED KINGDOM,21728.751,0.0002,21724.406118776245
JAPAN,21651.412,0.0055000000000000005,21532.98060666335
PACIFIC ex JAPAN,18571.361,0.002,18534.29241516966
GERMANY,18194.106,0.0009,18177.746028574285
NORDIC COUNTRIES,63577.829,-0.0011,63647.841625788365
FRANCE,19669.432,-0.0044,19756.359983929287
ITALY,3876.412,-0.0104,3917.1503637833466
SPAIN,13994.575,-0.006999999999999999,14093.227593152065
EUROPE,22881.427,-0.0017000000000000001,22920.391665831914
WORLD,27263.354,-0.0046,27389.344986939923
EM (EMERGING MARKETS),1003.795,-0.014499999999999999,1018.564180618975
WORLD SMALL CAP,1035.989,-0.0069,1043.186990232605
WORLD ENHANCED VALUE,3622.848,0.0004,3621.3994402239105
WORLD MOMENTUM,7465.249,-0.0045000000000000005,7498.994475138121
WORLD SECTOR NEUTRAL QUALITY,4273.901,-0.0044,4292.789272800321
EUROPE SECTOR NEUTRAL QUALITY,2592.526,0.0005,2591.2303848075962
USA SECTOR NEUTRAL QUALITY,11878.738,-0.0064,11955.251610305957
WORLD MINIMUM VOLATILITY (GBP),6411.819,0.0015,6402.2156764852725
