msci_index,last,day,previous_price
USA,39848.437,0.0028000000000000004,39737.17291583566
CANADA,24388.598,0.006,24243.139165009943
SWITZERLAND,45708.765,-0.0086,46105.27032479322
UNITED KINGDOM,22862.218,-0.0016,22898.856169871797
JAPAN,23116.49,0.0101,22885.347985347988
PACIFIC ex JAPAN,19602.53,-0.0051,19703.01537842999
GERMANY,19142.262,-0.0031,19201.78754137827
NORDIC COUNTRIES,65517.172,0.0019,65392.925441660846
FRANCE,21255.958,-0.0043,21347.753339359242
ITALY,4302.275,-0.0003,4303.566069820946
SPAIN,16102.195,-0.0002,16105.416083216644
EUROPE,24512.178,-0.0012,24541.62795354425
WORLD,28757.555,0.0026,28682.97925393976
EM (EMERGING MARKETS),1028.135,0.01,1017.9554455445544
WORLD SMALL CAP,1109.0,0.0051,1103.3727987264947
WORLD ENHANCED VALUE,3951.306,0.0092,3915.285374554102
WORLD MOMENTUM,7843.459,0.0169,7713.107483528371
WORLD SECTOR NEUTRAL QUALITY,4530.495,-0.0003,4531.8545563669095
EUROPE SECTOR NEUTRAL QUALITY,2730.701,-0.0032,2739.4672953451045
USA SECTOR NEUTRAL QUALITY,12693.782,0.0013,12677.301508039547
WORLD MINIMUM VOLATILITY (GBP),6651.409,0.0001,6650.7439256074385
