msci_index,last,day,previous_price
USA,39037.753,0.0015,38979.28407388916
CANADA,23504.58,0.005699999999999999,23371.36322959133
SWITZERLAND,45525.148,0.0013,45466.04214521122
UNITED KINGDOM,22166.027,0.0028000000000000004,22104.135420821698
JAPAN,22430.008,0.0083,22245.371417236936
PACIFIC ex JAPAN,18842.098,0.005,18748.356218905476
GERMANY,18325.276,0.0022,18285.04889243664
NORDIC COUNTRIES,64424.166,0.0016,64321.251996805106
FRANCE,20477.11,0.0013,20450.5243183861
ITALY,4173.215,0.0027,4161.977660317144
SPAIN,15342.695,0.0028000000000000004,15299.855404866375
EUROPE,23829.315,0.0023,23774.633343310386
WORLD,28091.163,0.0022,28029.498104170827
EM (EMERGING MARKETS),1016.445,-0.0001,1016.5466546654666
WORLD SMALL CAP,1083.297,0.004,1078.9810756972113
WORLD ENHANCED VALUE,3872.333,0.0063,3848.090032793402
WORLD MOMENTUM,7905.929,0.012199999999999999,7810.639201738787
WORLD SECTOR NEUTRAL QUALITY,4449.326,0.0005,4447.102448775612
EUROPE SECTOR NEUTRAL QUALITY,2682.6,0.0002,2682.0635872825433
USA SECTOR NEUTRAL QUALITY,12436.105,0.0005,12429.890054972513
WORLD MINIMUM VOLATILITY (GBP),6455.239,-0.0064,6496.818639291465
