msci_index,last,day,previous_price
USA,39142.601,-0.0001,39146.51565156516
CANADA,23389.536,0.0109,23137.339004847167
SWITZERLAND,43533.791,-0.001,43577.36836836836
UNITED KINGDOM,21810.934,0.0029,21747.86519094626
JAPAN,22064.422,-0.0053,22181.986528601585
PACIFIC ex JAPAN,18746.985,0.0038,18676.016138673043
GERMANY,18697.657,0.0045000000000000005,18613.894474863115
NORDIC COUNTRIES,65437.923,0.0096,64815.69235340729
FRANCE,20232.458,0.006,20111.787276341947
ITALY,3998.498,0.0085,3964.7972235994052
SPAIN,14412.445,0.0044,14349.308044603744
EUROPE,23437.643,0.0063,23290.91026532843
WORLD,28044.462,0.0011,28013.646988312852
EM (EMERGING MARKETS),1090.481,0.0066,1083.3310152990264
WORLD SMALL CAP,1077.63,-0.0002,1077.8455691138229
WORLD ENHANCED VALUE,3978.329,0.0069,3951.06664018274
WORLD MOMENTUM,7941.428,0.0174,7805.610379398466
WORLD SECTOR NEUTRAL QUALITY,4331.225,-0.0007000000000000001,4334.258981286901
EUROPE SECTOR NEUTRAL QUALITY,2607.114,0.0049,2594.401432978406
USA SECTOR NEUTRAL QUALITY,12162.42,-0.0032,12201.464686998395
WORLD MINIMUM VOLATILITY (GBP),6370.048,-0.0011,6377.0627690459505
