msci_index,last,day,previous_price
USA,38600.649,0.0044,38431.55017921147
CANADA,23451.635,-0.0102,23693.306728632044
SWITZERLAND,45524.465,-0.0078000000000000005,45882.34730901028
UNITED KINGDOM,22920.42,-0.0025,22977.864661654134
JAPAN,22400.678,0.0168,22030.564516129034
PACIFIC ex JAPAN,19385.451,-0.0022,19428.19302465424
GERMANY,18687.217,-0.0012,18709.66860232279
NORDIC COUNTRIES,64896.013,-0.0087,65465.56340159387
FRANCE,20853.131,0.0004,20844.793082766897
ITALY,4187.696,-0.0014000000000000002,4193.566993791307
SPAIN,15751.333,0.0008,15738.742006394887
EUROPE,24118.532,-0.0034000000000000002,24200.81477021874
WORLD,27932.979,0.0032,27843.87858851674
EM (EMERGING MARKETS),1021.349,0.0635,960.365773389751
WORLD SMALL CAP,1071.826,-0.0044,1076.562876657292
WORLD ENHANCED VALUE,3837.668,-0.0078000000000000005,3867.837129610966
WORLD MOMENTUM,7554.864,0.004699999999999999,7519.522245446402
WORLD SECTOR NEUTRAL QUALITY,4432.767,-0.0002,4433.6537307461485
EUROPE SECTOR NEUTRAL QUALITY,2694.258,-0.0088,2718.177966101695
USA SECTOR NEUTRAL QUALITY,12390.345,-0.0007000000000000001,12399.024317021915
WORLD MINIMUM VOLATILITY (GBP),6538.773,-0.0051,6572.291687606795
