msci_index,last,day,previous_price
USA,37513.682,0.0079,37219.646790356186
CANADA,22569.844,0.0027,22509.069512316746
SWITZERLAND,42848.971,-0.0034000000000000002,42995.15452538631
UNITED KINGDOM,21454.308,-0.0039000000000000003,21538.307398855537
JAPAN,21550.336,-0.0059,21678.23760185092
PACIFIC ex JAPAN,18681.852,-0.0148,18962.49695493301
GERMANY,18029.711,-0.013600000000000001,18278.295823195458
NORDIC COUNTRIES,62985.393,-0.01,63621.609090909085
FRANCE,19844.038,-0.0106,20056.638366686882
ITALY,3915.231,0.0004,3913.665533786486
SPAIN,14111.092,-0.008,14224.89112903226
EUROPE,22785.29,-0.0062,22927.440128798553
WORLD,27004.048,0.004,26896.462151394422
EM (EMERGING MARKETS),1029.54,-0.006999999999999999,1036.797583081571
WORLD SMALL CAP,1053.255,0.006,1046.9731610337974
WORLD ENHANCED VALUE,3607.44,0.0263,3514.995615317159
WORLD MOMENTUM,7477.036,0.017,7352.051130776796
WORLD SECTOR NEUTRAL QUALITY,4220.157,0.0008,4216.783573141487
WORLD MINIMUM VOLATILITY (GBP),6227.072,-0.0031,6246.435951449494
