msci_index,last,day,previous_price
USA,38594.84,0.0004,38579.40823670531
CANADA,23302.143,0.0034000000000000002,23223.184173809048
SWITZERLAND,45979.688,-0.0033,46131.92334704525
UNITED KINGDOM,22097.914,-0.0016,22133.32732371795
JAPAN,22530.112,-0.0191,22968.816393108373
PACIFIC ex JAPAN,18453.92,-0.0008,18468.69495596477
GERMANY,18172.788,-0.01,18356.351515151517
NORDIC COUNTRIES,63706.956,-0.0063,64110.85438261044
FRANCE,20702.322,-0.0034000000000000002,20772.950030102347
ITALY,4084.974,-0.0054,4107.1526241705205
SPAIN,15394.777,-0.002,15425.628256513026
EUROPE,23872.247,-0.0045000000000000005,23980.15770969362
WORLD,27852.668,-0.0015,27894.50976464697
EM (EMERGING MARKETS),1063.652,-0.0278,1094.0670643900432
WORLD SMALL CAP,1110.188,0.0002,1109.9660067986404
WORLD ENHANCED VALUE,3974.021,-0.0171,4043.159019228813
WORLD MOMENTUM,8180.37,-0.0291,8425.553610052528
WORLD SECTOR NEUTRAL QUALITY,4403.956,0.0024,4393.411811652036
EUROPE SECTOR NEUTRAL QUALITY,2689.986,-0.0007000000000000001,2691.8703092164515
USA SECTOR NEUTRAL QUALITY,12339.504,0.005,12278.113432835824
WORLD MINIMUM VOLATILITY (GBP),6469.787,0.0078000000000000005,6419.713236753324
