msci_index,last,day,previous_price
USA,40501.579,0.0033,40368.36340077743
CANADA,23964.7,-0.0002,23969.493898779758
SWITZERLAND,44144.992,-0.0040999999999999995,44326.73159955819
UNITED KINGDOM,22660.141,-0.0018,22701.002805049087
JAPAN,23243.926,-0.0051,23363.07769625088
PACIFIC ex JAPAN,19320.125,-0.0046,19409.408278079165
GERMANY,18616.852,-0.0044,18699.12816392125
NORDIC COUNTRIES,64711.939,-0.0083,65253.54341030553
FRANCE,19967.332,-0.0027,20021.389752331295
ITALY,4157.459,-0.0066,4185.080531507952
SPAIN,15840.802,-0.0005,15848.72636318159
EUROPE,23878.852,-0.0034999999999999996,23962.721525338682
WORLD,28965.133,0.0014000000000000002,28924.638506091473
EM (EMERGING MARKETS),1084.487,-0.006,1091.0331991951712
WORLD SMALL CAP,1083.325,-0.0023,1085.822391500451
WORLD ENHANCED VALUE,4076.786,-0.0012,4081.68402082499
WORLD MOMENTUM,8072.31,0.0040999999999999995,8039.348670451151
WORLD SECTOR NEUTRAL QUALITY,4557.383,0.0033,4542.393102760889
EUROPE SECTOR NEUTRAL QUALITY,2669.072,-0.0031,2677.371852743505
USA SECTOR NEUTRAL QUALITY,12831.139,0.005600000000000001,12759.68476531424
WORLD MINIMUM VOLATILITY (GBP),6632.981,-0.0018,6644.941895411741
