msci_index,last,day,previous_price
USA,38382.031,-0.009300000000000001,38742.33471282932
CANADA,23285.702,-0.0066,23440.40869740286
SWITZERLAND,45082.877,0.0077,44738.3913863253
UNITED KINGDOM,22103.038,0.0015,22069.933100349474
JAPAN,22754.842,0.0086,22560.81895697006
PACIFIC ex JAPAN,18812.203,0.0051,18716.747587304744
GERMANY,18464.541,0.0014000000000000002,18438.726782504495
NORDIC COUNTRIES,64284.759,0.0044,64003.145161290326
FRANCE,20841.03,-0.0004,20849.369747899156
ITALY,4181.114,0.0045000000000000005,4162.383275261323
SPAIN,15402.886,0.0161,15158.828855427615
EUROPE,24016.618,0.006500000000000001,23861.518132141082
WORLD,27799.073,-0.0053,27947.19312355484
EM (EMERGING MARKETS),1094.543,0.0069,1087.0424073890158
WORLD SMALL CAP,1084.797,-0.0045000000000000005,1089.700652938222
WORLD ENHANCED VALUE,3923.765,-0.0012,3928.4791750100117
WORLD MOMENTUM,8156.507,0.009399999999999999,8080.549831583117
WORLD SECTOR NEUTRAL QUALITY,4378.486,-0.006999999999999999,4409.351460221551
EUROPE SECTOR NEUTRAL QUALITY,2700.988,0.0068000000000000005,2682.74533174414
USA SECTOR NEUTRAL QUALITY,12178.356,-0.0121,12327.51897965381
WORLD MINIMUM VOLATILITY (GBP),6351.955,-0.008,6403.180443548387
