msci_index,last,day,previous_price
USA,38455.837,0.0064,38211.28477742449
CANADA,23073.359,0.0032,22999.75976874003
SWITZERLAND,43476.816,-0.0032,43616.388443017655
UNITED KINGDOM,21849.736,0.0011,21825.727699530515
JAPAN,21741.266,-0.023399999999999997,22262.201515461806
PACIFIC ex JAPAN,18242.476,-0.0038,18312.061834972897
GERMANY,18283.247,-0.0039000000000000003,18354.83084027708
NORDIC COUNTRIES,64371.769,-0.0025,64533.10175438596
FRANCE,20261.469,-0.0001,20263.495349534955
ITALY,3978.622,0.006,3954.8926441351887
SPAIN,14373.477,-0.0045000000000000005,14438.450025113008
EUROPE,23331.499,0.0005,23319.839080459773
WORLD,27609.864,0.0033,27519.05113126682
EM (EMERGING MARKETS),1018.846,-0.033,1053.6153050672183
WORLD SMALL CAP,1064.615,0.0036,1060.7961339178955
WORLD ENHANCED VALUE,3867.377,0.0105,3827.191489361702
WORLD MOMENTUM,7808.013,0.0161,7684.295837023915
WORLD SECTOR NEUTRAL QUALITY,4329.492,0.0038,4313.102211595936
EUROPE SECTOR NEUTRAL QUALITY,2615.456,0.0027,2608.4132841328415
USA SECTOR NEUTRAL QUALITY,12169.498,0.0073,12081.304477315594
WORLD MINIMUM VOLATILITY (GBP),6368.939,-0.0017000000000000001,6379.784633877593
