msci_index,last,day,previous_price
USA,39221.296,0.0032,39096.188197767144
CANADA,24358.721,-0.0045000000000000005,24468.830738322453
SWITZERLAND,45888.791,-0.001,45934.72572572572
UNITED KINGDOM,23041.238,-0.0012,23068.920704845816
JAPAN,22712.004,0.0066,22563.087621696803
PACIFIC ex JAPAN,19695.628,-0.0002,19699.567913582716
GERMANY,19234.59,0.0016,19203.86381789137
NORDIC COUNTRIES,66900.381,-0.0019,67027.73369401864
FRANCE,20816.953,0.004,20734.01693227092
ITALY,4262.195,0.0043,4243.946032062133
SPAIN,16043.227,0.0027,16000.026927296301
EUROPE,24498.528,0.0007000000000000001,24481.391026281603
WORLD,28399.288,0.0026,28325.64133253541
EM (EMERGING MARKETS),1044.071,0.011000000000000001,1032.7111770524234
WORLD SMALL CAP,1103.108,0.0042,1098.4943238398725
WORLD ENHANCED VALUE,3965.205,0.005,3945.4776119402986
WORLD MOMENTUM,7688.674,0.0040999999999999995,7657.279155462604
WORLD SECTOR NEUTRAL QUALITY,4502.227,0.0019,4493.688990917257
EUROPE SECTOR NEUTRAL QUALITY,2748.153,-0.0011,2751.1792972269495
USA SECTOR NEUTRAL QUALITY,12523.291,0.0018,12500.789578758235
WORLD MINIMUM VOLATILITY (GBP),6679.546,0.0017000000000000001,6668.210042927024
