msci_index,last,day,previous_price
USA,40341.579,0.014199999999999999,39776.749161901
CANADA,24115.946,0.0054,23986.419335587823
SWITZERLAND,44209.592,0.015600000000000001,43530.51595116187
UNITED KINGDOM,22777.597,0.0067,22626.00278136486
JAPAN,23280.152,-0.0012,23308.121746095312
PACIFIC ex JAPAN,19380.323,0.004,19303.110557768923
GERMANY,18782.809,0.0106,18585.799525034636
NORDIC COUNTRIES,65274.928,0.0016,65170.65495207667
FRANCE,20016.139,0.009000000000000001,19837.600594648167
ITALY,4213.424,0.016399999999999998,4145.438803620622
SPAIN,15904.084,0.011200000000000002,15727.931170886075
EUROPE,23981.217,0.0102,23739.07840031677
WORLD,28911.687,0.0121,28566.037940914932
EM (EMERGING MARKETS),1072.72,0.0126,1059.3719138850486
WORLD SMALL CAP,1084.314,0.0046,1079.3489946247264
WORLD ENHANCED VALUE,4069.872,0.0085,4035.569657907784
WORLD MOMENTUM,7989.855,0.0161,7863.256569235311
WORLD SECTOR NEUTRAL QUALITY,4531.696,0.0137,4470.450823715103
EUROPE SECTOR NEUTRAL QUALITY,2679.811,0.0097,2654.0665544221056
USA SECTOR NEUTRAL QUALITY,12703.064,0.015600000000000001,12507.940133910988
WORLD MINIMUM VOLATILITY (GBP),6632.442,0.0032,6611.285885167464
