msci_index,last,day,previous_price
USA,38352.134,-0.0021,38432.8429702375
CANADA,23226.042,0.0037,23140.422436983165
SWITZERLAND,44457.263,0.0116,43947.47232107552
UNITED KINGDOM,22049.313,0.016200000000000003,21697.80850226333
JAPAN,21863.165,0.011899999999999999,21606.052969661036
PACIFIC ex JAPAN,18463.163,0.016399999999999998,18165.2528532074
GERMANY,18220.93,0.0151,17949.886710668903
NORDIC COUNTRIES,64394.829,0.0167,63337.099439362646
FRANCE,20582.327,0.0163,20252.21588113746
ITALY,4064.665,0.0161,4000.2608011022535
SPAIN,14751.881,0.0235,14413.171470444551
EUROPE,23708.424,0.0168,23316.703383162865
WORLD,27650.342,0.0024,27584.14006384677
EM (EMERGING MARKETS),1051.616,0.024300000000000002,1026.667968368642
WORLD SMALL CAP,1086.107,0.0070999999999999995,1078.4500049647502
WORLD ENHANCED VALUE,3898.755,0.0054,3877.81480007957
WORLD MOMENTUM,7991.405,0.0134,7885.73613578054
WORLD SECTOR NEUTRAL QUALITY,4378.014,0.0021,4368.839437181919
EUROPE SECTOR NEUTRAL QUALITY,2670.017,0.0121,2638.096037940915
USA SECTOR NEUTRAL QUALITY,12280.443,-0.002,12305.053106212425
WORLD MINIMUM VOLATILITY (GBP),6416.53,0.0011,6409.479572470282
