msci_index,last,day,previous_price
USA,39097.019,0.0032,38972.30761562998
CANADA,24468.844,0.0077,24281.873573484172
SWITZERLAND,45934.004,0.005,45705.47661691543
UNITED KINGDOM,23068.648,0.0025,23011.12019950125
JAPAN,22563.286,0.004699999999999999,22457.73464715836
PACIFIC ex JAPAN,19698.687,0.0073,19555.928720341508
GERMANY,19203.25,0.0060999999999999995,19086.82039558692
NORDIC COUNTRIES,67027.914,0.0126,66193.8712225953
FRANCE,20733.909,-0.0006,20746.356814088453
ITALY,4244.01,0.0034999999999999996,4229.207772795216
SPAIN,15999.944,-0.0036,16057.751906864713
EUROPE,24480.498,0.004,24382.966135458166
WORLD,28324.893,0.0037,28220.477234233334
EM (EMERGING MARKETS),1032.706,0.005699999999999999,1026.8529382519637
WORLD SMALL CAP,1098.465,0.0038,1094.3066347878062
WORLD ENHANCED VALUE,3945.482,0.004699999999999999,3927.0249825818655
WORLD MOMENTUM,7656.913,0.0077,7598.405279349012
WORLD SECTOR NEUTRAL QUALITY,4493.619,0.0029,4480.625186957823
EUROPE SECTOR NEUTRAL QUALITY,2751.274,0.0055000000000000005,2736.2247637991045
USA SECTOR NEUTRAL QUALITY,12500.613,0.0016,12480.643969648561
WORLD MINIMUM VOLATILITY (GBP),6668.243,0.0015,6658.2556165751375
