msci_index,last,day,previous_price
USA,39737.472,-0.0042,39905.07330789315
CANADA,23997.064,0.0097,23766.528671882734
SWITZERLAND,46264.555,0.0070999999999999995,45938.39241386158
UNITED KINGDOM,22940.102,0.0004,22930.92962814874
JAPAN,22889.711,0.0213,22412.32840497405
PACIFIC ex JAPAN,19712.932,0.0038,19638.306435544928
GERMANY,19041.156,-0.0031,19100.367138128197
NORDIC COUNTRIES,65437.413,-0.004,65700.2138554217
FRANCE,21308.82,0.0007000000000000001,21293.914260017988
ITALY,4302.494,-0.001,4306.8008008008
SPAIN,16002.784,0.0012,15983.603675589291
EUROPE,24480.23,0.0007000000000000001,24463.105825921855
WORLD,28662.8,-0.0014000000000000002,28702.984177848986
EM (EMERGING MARKETS),1033.129,0.019299999999999998,1013.5671539291669
WORLD SMALL CAP,1102.004,-0.0024,1104.655172413793
WORLD ENHANCED VALUE,3919.841,-0.002,3927.696392785571
WORLD MOMENTUM,7741.634,-0.005,7780.536683417085
WORLD SECTOR NEUTRAL QUALITY,4532.896,-0.0002,4533.80276055211
EUROPE SECTOR NEUTRAL QUALITY,2736.369,0.004,2725.4671314741036
USA SECTOR NEUTRAL QUALITY,12688.097,-0.0022,12716.072359190219
WORLD MINIMUM VOLATILITY (GBP),6606.126,-0.0002,6607.447489497899
