msci_index,last,day,previous_price
USA,38976.143,0.0053,38770.658509897534
CANADA,23047.154,0.0034000000000000002,22969.059198724335
SWITZERLAND,44315.171,-0.0069,44623.07018427148
UNITED KINGDOM,21934.622,-0.0068000000000000005,22084.79863068868
JAPAN,21935.711,-0.0037,22017.174545819533
PACIFIC ex JAPAN,18479.602,-0.0104,18673.8096200485
GERMANY,18717.715,-0.0038,18789.113631800843
NORDIC COUNTRIES,65663.56,-0.0046,65967.00823789432
FRANCE,20264.384,-0.0009,20282.63837453708
ITALY,3978.722,0.0049,3959.321325505026
SPAIN,14441.809,-0.0064,14534.831924315618
EUROPE,23487.118,-0.0034999999999999996,23569.611640742598
WORLD,27937.007,0.0029,27856.22395054343
EM (EMERGING MARKETS),1054.096,-0.009000000000000001,1063.6690211907164
WORLD SMALL CAP,1079.547,0.0024,1076.9622905027934
WORLD ENHANCED VALUE,3878.526,-0.0002,3879.3018603720743
WORLD MOMENTUM,7805.551,-0.0034000000000000002,7832.180413405579
WORLD SECTOR NEUTRAL QUALITY,4354.961,0.0006,4352.349590245853
EUROPE SECTOR NEUTRAL QUALITY,2631.969,-0.0049,2644.92915284896
USA SECTOR NEUTRAL QUALITY,12202.881,0.0024,12173.664205905827
WORLD MINIMUM VOLATILITY (GBP),6383.693,-0.0016,6393.92327724359
