msci_index,last,day,previous_price
USA,38192.398,-0.0069,38457.75651998792
CANADA,22948.387,-0.0054,23072.981097928812
SWITZERLAND,43394.479,-0.0019,43477.08546237852
UNITED KINGDOM,21525.474,-0.0148,21848.836784409257
JAPAN,21925.446,0.0085,21740.65047099653
PACIFIC ex JAPAN,18112.123,-0.0070999999999999995,18241.638634303556
GERMANY,18100.62,-0.01,18283.454545454544
NORDIC COUNTRIES,63299.817,-0.0167,64374.877453473004
FRANCE,20219.469,-0.0021,20262.01924040485
ITALY,3988.465,0.0025,3978.5187032418958
SPAIN,14304.18,-0.0048,14373.171221864952
EUROPE,23163.496,-0.0072,23331.482675261883
WORLD,27443.946,-0.006,27609.60362173038
EM (EMERGING MARKETS),1049.546,0.0301,1018.8777788564217
WORLD SMALL CAP,1064.645,0.0,1064.645
WORLD ENHANCED VALUE,3836.089,-0.008100000000000001,3867.415062002218
WORLD MOMENTUM,7726.795,-0.0104,7807.998181083266
WORLD SECTOR NEUTRAL QUALITY,4322.224,-0.0017000000000000001,4329.584293298608
EUROPE SECTOR NEUTRAL QUALITY,2606.449,-0.0034000000000000002,2615.341159943809
USA SECTOR NEUTRAL QUALITY,12143.268,-0.0022,12170.042092603728
WORLD MINIMUM VOLATILITY (GBP),6369.993,0.0002,6368.719256148771
