msci_index,last,day,previous_price
USA,38204.885,-0.0043,38369.87546449734
CANADA,22755.543,-0.0023,22808.001403227423
SWITZERLAND,43546.2,-0.0009,43585.426884195775
UNITED KINGDOM,21725.251,0.0126,21454.91902034367
JAPAN,21532.835,-0.0132,21820.87049047426
PACIFIC ex JAPAN,18534.222,-0.0129,18776.438050856046
GERMANY,18177.189,0.0116,17968.751482799522
NORDIC COUNTRIES,63649.777,0.0005,63617.96801599201
FRANCE,19756.34,0.0034999999999999996,19687.433981066268
ITALY,3917.259,-0.0004,3918.826530612245
SPAIN,14093.618,0.004699999999999999,14027.687867024984
EUROPE,22919.644,0.0033,22844.25794876906
WORLD,27388.182,-0.0038,27492.654085524995
EM (EMERGING MARKETS),1018.524,-0.0066,1025.2909200724785
WORLD SMALL CAP,1043.147,-0.0070999999999999995,1050.6063047638231
WORLD ENHANCED VALUE,3621.534,-0.0105,3659.963617988883
WORLD MOMENTUM,7498.641,-0.013999999999999999,7605.112576064908
WORLD SECTOR NEUTRAL QUALITY,4292.927,-0.0019,4301.099088267709
EUROPE SECTOR NEUTRAL QUALITY,2591.176,0.0022,2585.4879265615646
USA SECTOR NEUTRAL QUALITY,11955.163,-0.0015,11973.122684026039
WORLD MINIMUM VOLATILITY (GBP),6402.117,0.0075,6354.458560794044
