msci_index,last,day,previous_price
USA,38972.899,-0.0036,39113.70835006022
CANADA,24281.21,-0.0033,24361.603290859835
SWITZERLAND,45706.91,-0.0031,45849.04203029392
UNITED KINGDOM,23011.08,0.0034000000000000002,22933.107434721944
JAPAN,22457.155,-0.0022,22506.669673281216
PACIFIC ex JAPAN,19556.281,-0.0006,19568.021813087853
GERMANY,19087.497,-0.0021,19127.665096703076
NORDIC COUNTRIES,66193.56,-0.0016,66299.63942307692
FRANCE,20746.611,-0.0048,20846.675040192928
ITALY,4229.372,-0.0038,4245.504918691026
SPAIN,16057.519,0.005600000000000001,15968.097653142402
EUROPE,24383.141,-0.0013,24414.88034444778
WORLD,28220.566,-0.0031,28308.321797572473
EM (EMERGING MARKETS),1026.855,-0.016399999999999998,1043.976209841399
WORLD SMALL CAP,1094.344,-0.0060999999999999995,1101.0604688600463
WORLD ENHANCED VALUE,3926.93,-0.009000000000000001,3962.593340060545
WORLD MOMENTUM,7598.135,-0.0137,7703.675352326879
WORLD SECTOR NEUTRAL QUALITY,4480.833,0.0007000000000000001,4477.698610972319
EUROPE SECTOR NEUTRAL QUALITY,2736.149,-0.0011,2739.1620782861146
USA SECTOR NEUTRAL QUALITY,12480.838,0.0017000000000000001,12459.656583807526
WORLD MINIMUM VOLATILITY (GBP),6658.288,0.0028000000000000004,6639.696848823295
