msci_index,last,day,previous_price
USA,38266.755,0.008,37963.05059523809
CANADA,22987.489,0.0116,22723.89185448794
SWITZERLAND,43900.859,0.0046,43699.83973720884
UNITED KINGDOM,21931.039,0.009300000000000001,21728.95967502229
JAPAN,21286.709,-0.0168,21650.43633034988
PACIFIC ex JAPAN,18462.083,-0.0059,18571.65576903732
GERMANY,18413.31,0.012,18194.970355731228
NORDIC COUNTRIES,64207.578,0.009899999999999999,63578.15427270027
FRANCE,19984.948,0.016,19670.22440944882
ITALY,3931.246,0.0141,3876.586135489597
SPAIN,14282.284,0.0206,13994.007446600039
EUROPE,23186.071,0.013300000000000001,22881.743807362083
WORLD,27460.882,0.0072,27264.577045274025
EM (EMERGING MARKETS),999.838,-0.0039000000000000003,1003.7526352775825
WORLD SMALL CAP,1046.951,0.0106,1035.969720957847
WORLD ENHANCED VALUE,3666.388,0.012,3622.9130434782605
WORLD MOMENTUM,7546.769,0.0109,7465.396181620339
WORLD SECTOR NEUTRAL QUALITY,4304.198,0.0070999999999999995,4273.85363916195
EUROPE SECTOR NEUTRAL QUALITY,2616.881,0.009399999999999999,2592.511392906677
USA SECTOR NEUTRAL QUALITY,11993.817,0.0097,11878.59463206893
WORLD MINIMUM VOLATILITY (GBP),6396.746,-0.0024,6412.1351242983155
