Symbol,Company,Weight,Price,Chg,% Chg,Timestamp
CEG,Constellation Energy,0.19%,329.88,6.32,(1.95%),2026-03-01T23:17:49.378Z
HCA,HCA Healthcare,0.19%,529.70,3.82,(0.73%),2026-03-01T23:17:49.378Z
MO,Altria,0.19%,69.04,-0.43,(-0.62%),2026-03-01T23:17:49.378Z
CME,CME Group,0.18%,319.50,3.05,(0.96%),2026-03-01T23:17:49.378Z
BSX,Boston Scientific,0.18%,76.85,1.10,(1.45%),2026-03-01T23:17:49.378Z
INTU,Intuit,0.18%,409.03,14.61,(3.70%),2026-03-01T23:17:49.378Z
NOW,ServiceNow,0.18%,108.01,-1.29,(-1.18%),2026-03-01T23:17:49.378Z
SBUX,Starbucks,0.18%,98.02,-0.06,(-0.06%),2026-03-01T23:17:49.378Z
CMCSA,Comcast,0.18%,30.96,0.11,(0.36%),2026-03-01T23:17:49.378Z
ADBE,Adobe Inc.,0.17%,262.41,3.37,(1.30%),2026-03-01T23:17:49.378Z
SO,Southern Company,0.17%,97.38,1.03,(1.07%),2026-03-01T23:17:49.378Z
HWM,Howmet Aerospace,0.17%,262.53,2.22,(0.85%),2026-03-01T23:17:49.378Z
NOC,Northrop Grumman,0.16%,724.38,13.48,(1.90%),2026-03-01T23:17:49.378Z
TT,Trane Technologies,0.16%,462.32,5.18,(1.13%),2026-03-01T23:17:49.378Z
DUK,Duke Energy,0.16%,130.85,1.62,(1.25%),2026-03-01T23:17:49.378Z
CVS,CVS Health,0.16%,79.90,1.89,(2.42%),2026-03-01T23:17:49.378Z
UPS,United Parcel Service,0.16%,115.96,-0.67,(-0.57%),2026-03-01T23:17:49.378Z
DELL,Dell Technologies,0.16%,148.08,26.63,(21.93%),2026-03-01T23:17:49.378Z
FCX,Freeport-McMoRan,0.16%,68.08,-0.30,(-0.44%),2026-03-01T23:17:49.378Z
WM,Waste Management,0.16%,240.84,6.94,(2.97%),2026-03-01T23:17:49.378Z
GD,General Dynamics,0.15%,357.05,6.33,(1.80%),2026-03-01T23:17:49.378Z
EQIX,Equinix,0.15%,974.26,26.24,(2.77%),2026-03-01T23:17:49.378Z
WDC,Western Digital,0.15%,279.70,-2.55,(-0.90%),2026-03-01T23:17:49.378Z
CRWD,CrowdStrike,0.15%,371.98,-9.12,(-2.39%),2026-03-01T23:17:49.378Z
SNDK,Sandisk Corporation,0.15%,635.36,-16.54,(-2.54%),2026-03-01T23:17:49.378Z
ICE,Intercontinental Exchange,0.15%,164.13,1.24,(0.76%),2026-03-01T23:17:49.378Z
NKE,"Nike, Inc.",0.15%,62.18,-1.77,(-2.77%),2026-03-01T23:17:49.378Z
WMB,Williams Companies,0.15%,74.72,-0.05,(-0.07%),2026-03-01T23:17:49.378Z
FDX,FedEx,0.15%,387.00,-0.68,(-0.18%),2026-03-01T23:17:49.378Z
MAR,Marriott International,0.15%,341.73,-8.84,(-2.52%),2026-03-01T23:17:49.378Z
MRSH,"Marsh & McLennan Companies, Inc.",0.14%,186.74,1.45,(0.78%),2026-03-01T23:17:49.378Z
SHW,Sherwin-Williams,0.14%,362.59,2.09,(0.58%),2026-03-01T23:17:49.378Z
AMT,American Tower,0.14%,191.86,6.85,(3.70%),2026-03-01T23:17:49.378Z
STX,Seagate Technology,0.14%,407.84,-1.83,(-0.45%),2026-03-01T23:17:49.378Z
BX,Blackstone Inc.,0.14%,113.37,-4.58,(-3.88%),2026-03-01T23:17:49.378Z
JCI,Johnson Controls,0.14%,144.30,0.88,(0.61%),2026-03-01T23:17:49.378Z
MMM,3M,0.14%,165.32,-0.85,(-0.51%),2026-03-01T23:17:49.378Z
ECL,Ecolab,0.14%,308.35,1.59,(0.52%),2026-03-01T23:17:49.378Z
ADP,Automatic Data Processing,0.14%,214.36,-4.00,(-1.83%),2026-03-01T23:17:49.378Z
PNC,PNC Financial Services,0.14%,212.35,-10.47,(-4.70%),2026-03-01T23:17:49.378Z
USB,U.S. Bancorp,0.14%,54.66,-2.60,(-4.54%),2026-03-01T23:17:49.378Z
EMR,Emerson Electric,0.14%,150.75,-1.97,(-1.29%),2026-03-01T23:17:49.378Z
MCO,Moody's Corporation,0.14%,477.59,-1.88,(-0.39%),2026-03-01T23:17:49.378Z
RCL,Royal Caribbean Group,0.13%,310.96,-7.98,(-2.50%),2026-03-01T23:17:49.378Z
PWR,Quanta Services,0.13%,563.08,-1.97,(-0.35%),2026-03-01T23:17:49.378Z
ITW,Illinois Tool Works,0.13%,290.63,0.35,(0.12%),2026-03-01T23:17:49.378Z
MNST,Monster Beverage,0.13%,85.30,-1.36,(-1.57%),2026-03-01T23:17:49.378Z
REGN,Regeneron Pharmaceuticals,0.13%,781.67,10.88,(1.41%),2026-03-01T23:17:49.378Z
CDNS,Cadence Design Systems,0.13%,301.40,3.80,(1.28%),2026-03-01T23:17:49.378Z
BK,BNY Mellon,0.13%,119.10,-2.51,(-2.06%),2026-03-01T23:17:49.378Z
ABNB,Airbnb,0.13%,135.11,-1.86,(-1.36%),2026-03-01T23:17:49.378Z
CMI,Cummins,0.13%,583.87,-4.24,(-0.72%),2026-03-01T23:17:49.378Z
CTAS,Cintas,0.13%,201.13,2.85,(1.44%),2026-03-01T23:17:49.378Z
CRH,CRH plc,0.13%,119.98,-1.16,(-0.96%),2026-03-01T23:17:49.378Z
MSI,Motorola Solutions,0.13%,482.26,10.31,(2.18%),2026-03-01T23:17:49.378Z
CL,Colgate-Palmolive,0.13%,99.14,1.59,(1.63%),2026-03-01T23:17:49.378Z
CSX,CSX Corporation,0.13%,42.69,0.04,(0.09%),2026-03-01T23:17:49.378Z
SNPS,Synopsys,0.13%,414.00,-12.00,(-2.82%),2026-03-01T23:17:49.378Z
ORLY,O'Reilly Auto Parts,0.13%,93.88,2.55,(2.79%),2026-03-01T23:17:49.378Z
MDLZ,Mondelez International,0.13%,61.58,1.64,(2.74%),2026-03-01T23:17:49.378Z
KKR,KKR,0.13%,87.68,-5.94,(-6.34%),2026-03-01T23:17:49.378Z
SLB,Schlumberger,0.12%,51.34,-0.15,(-0.29%),2026-03-01T23:17:49.378Z
DASH,DoorDash,0.12%,176.47,-3.94,(-2.18%),2026-03-01T23:17:49.378Z
CI,Cigna,0.12%,289.82,1.00,(0.35%),2026-03-01T23:17:49.378Z
KMI,Kinder Morgan,0.12%,33.27,0.21,(0.64%),2026-03-01T23:17:49.378Z
TDG,TransDigm Group,0.12%,1302.79,-11.47,(-0.87%),2026-03-01T23:17:49.378Z
COR,Cencora,0.12%,372.14,5.49,(1.50%),2026-03-01T23:17:49.378Z
AEP,American Electric Power,0.12%,133.82,1.72,(1.30%),2026-03-01T23:17:49.378Z
AON,Aon,0.12%,335.47,5.20,(1.57%),2026-03-01T23:17:49.378Z
HLT,Hilton Worldwide,0.11%,311.78,-6.05,(-1.90%),2026-03-01T23:17:49.378Z
GM,General Motors,0.11%,78.71,-2.08,(-2.57%),2026-03-01T23:17:49.378Z
RSG,Republic Services,0.11%,229.00,4.41,(1.96%),2026-03-01T23:17:49.378Z
NSC,Norfolk Southern Railway,0.11%,314.74,1.73,(0.55%),2026-03-01T23:17:49.378Z
ELV,Elevance Health,0.11%,320.00,-3.05,(-0.94%),2026-03-01T23:17:49.378Z
WBD,Warner Bros. Discovery,0.11%,28.17,-0.63,(-2.19%),2026-03-01T23:17:49.378Z
HOOD,"Robinhood Markets, Inc.",0.11%,75.85,-3.60,(-4.53%),2026-03-01T23:17:49.378Z
LHX,L3Harris,0.11%,364.54,9.38,(2.64%),2026-03-01T23:17:49.378Z
TEL,TE Connectivity,0.11%,230.15,-5.64,(-2.39%),2026-03-01T23:17:49.378Z
TRV,Travelers Companies (The),0.11%,308.64,2.40,(0.78%),2026-03-01T23:17:49.378Z
EOG,EOG Resources,0.11%,124.08,2.95,(2.44%),2026-03-01T23:17:49.378Z
ROST,Ross Stores,0.11%,205.64,2.14,(1.05%),2026-03-01T23:17:49.378Z
PCAR,Paccar,0.11%,126.09,2.01,(1.62%),2026-03-01T23:17:49.378Z
SPG,Simon Property Group,0.11%,203.85,1.25,(0.62%),2026-03-01T23:17:49.378Z
BKR,Baker Hughes,0.10%,65.26,0.36,(0.55%),2026-03-01T23:17:49.378Z
SRE,Sempra,0.10%,96.27,1.07,(1.12%),2026-03-01T23:17:49.378Z
VLO,Valero Energy,0.10%,204.64,0.85,(0.42%),2026-03-01T23:17:49.378Z
TFC,Truist Financial,0.10%,49.31,-2.19,(-4.25%),2026-03-01T23:17:49.378Z
AZO,AutoZone,0.10%,3755.58,95.58,(2.61%),2026-03-01T23:17:49.378Z
PSX,Phillips 66,0.10%,154.33,1.87,(1.23%),2026-03-01T23:17:49.378Z
O,Realty Income,0.10%,67.00,0.40,(0.60%),2026-03-01T23:17:49.378Z
APD,Air Products,0.10%,275.67,-0.56,(-0.20%),2026-03-01T23:17:49.378Z
DLR,Digital Realty,0.10%,177.20,0.83,(0.47%),2026-03-01T23:17:49.378Z
APO,Apollo Global Management,0.10%,104.60,-9.80,(-8.57%),2026-03-01T23:17:49.378Z
VST,Vistra Corp.,0.09%,173.89,-2.93,(-1.66%),2026-03-01T23:17:49.378Z
FTNT,Fortinet,0.09%,79.03,-0.17,(-0.21%),2026-03-01T23:17:49.378Z
AJG,Arthur J. Gallagher & Co.,0.09%,228.20,2.98,(1.32%),2026-03-01T23:17:49.378Z
AFL,Aflac,0.09%,112.93,-1.04,(-0.91%),2026-03-01T23:17:49.378Z
MPC,Marathon Petroleum,0.09%,198.21,-2.86,(-1.42%),2026-03-01T23:17:49.378Z
NXPI,NXP Semiconductors,0.09%,227.01,-5.22,(-2.25%),2026-03-01T23:17:49.378Z
F,Ford Motor Company,0.09%,14.09,-0.32,(-2.22%),2026-03-01T23:17:49.378Z
ALL,Allstate,0.09%,214.52,1.76,(0.83%),2026-03-01T23:17:49.378Z
MPWR,Monolithic Power Systems,0.09%,1142.74,-37.39,(-3.17%),2026-03-01T23:17:49.378Z
ZTS,Zoetis,0.09%,131.10,1.34,(1.03%),2026-03-01T23:17:49.378Z
AME,Ametek,0.09%,239.22,2.26,(0.95%),2026-03-01T23:17:49.378Z
GWW,W. W. Grainger,0.09%,1144.73,39.21,(3.55%),2026-03-01T23:17:49.378Z
CAH,Cardinal Health,0.09%,229.23,2.10,(0.92%),2026-03-01T23:17:49.378Z
D,Dominion Energy,0.09%,63.14,-0.21,(-0.33%),2026-03-01T23:17:49.378Z
PSA,Public Storage,0.09%,307.06,3.11,(1.02%),2026-03-01T23:17:49.378Z
CTVA,Corteva,0.09%,80.12,1.30,(1.65%),2026-03-01T23:17:49.378Z
CARR,Carrier Global,0.09%,64.40,1.64,(2.61%),2026-03-01T23:17:49.378Z
URI,United Rentals,0.08%,840.00,-18.09,(-2.11%),2026-03-01T23:17:49.378Z
FAST,Fastenal,0.08%,46.04,0.36,(0.79%),2026-03-01T23:17:49.378Z
KEYS,Keysight Technologies,0.08%,307.33,1.30,(0.42%),2026-03-01T23:17:49.378Z
IDXX,Idexx Laboratories,0.08%,656.73,-3.98,(-0.60%),2026-03-01T23:17:49.378Z
OXY,Occidental Petroleum,0.08%,53.08,1.65,(3.21%),2026-03-01T23:17:49.378Z
ADSK,Autodesk,0.08%,245.87,12.42,(5.32%),2026-03-01T23:17:49.378Z
OKE,ONEOK,0.08%,82.77,-1.25,(-1.49%),2026-03-01T23:17:49.378Z
TGT,Target Corporation,0.08%,113.79,-1.00,(-0.87%),2026-03-01T23:17:49.378Z
TRGP,Targa Resources,0.08%,235.80,4.58,(1.98%),2026-03-01T23:17:49.378Z
EXC,Exelon,0.08%,49.47,0.67,(1.37%),2026-03-01T23:17:49.378Z
FIX,"Comfort Systems USA, Inc.",0.08%,1429.37,-8.86,(-0.62%),2026-03-01T23:17:49.378Z
BDX,Becton Dickinson,0.08%,176.48,-0.18,(-0.10%),2026-03-01T23:17:49.378Z
EA,Electronic Arts,0.08%,200.57,-0.50,(-0.25%),2026-03-01T23:17:49.378Z
EW,Edwards Lifesciences,0.08%,86.47,0.57,(0.66%),2026-03-01T23:17:49.378Z
TER,Teradyne,0.08%,320.03,-12.67,(-3.81%),2026-03-01T23:17:49.378Z
NDAQ,"Nasdaq, Inc.",0.08%,87.58,-1.01,(-1.14%),2026-03-01T23:17:49.378Z
FANG,Diamondback Energy,0.08%,174.08,7.10,(4.25%),2026-03-01T23:17:49.378Z
CIEN,Ciena Corporation,0.08%,348.70,7.54,(2.21%),2026-03-01T23:17:49.378Z
XEL,Xcel Energy,0.08%,83.36,-0.11,(-0.13%),2026-03-01T23:17:49.378Z
GRMN,Garmin,0.08%,252.83,-1.33,(-0.52%),2026-03-01T23:17:49.378Z
ETR,Entergy,0.08%,107.11,1.38,(1.31%),2026-03-01T23:17:49.378Z
CMG,Chipotle Mexican Grill,0.08%,37.22,-0.83,(-2.18%),2026-03-01T23:17:49.378Z
HSY,Hershey Company (The),0.08%,236.28,4.78,(2.06%),2026-03-01T23:17:49.378Z
CVNA,Carvana Co.,0.08%,334.16,-19.74,(-5.58%),2026-03-01T23:17:49.378Z
MET,MetLife,0.08%,72.07,-3.87,(-5.10%),2026-03-01T23:17:49.378Z
YUM,Yum! Brands,0.07%,168.16,2.45,(1.48%),2026-03-01T23:17:49.378Z
DHI,D. R. Horton,0.07%,160.39,1.42,(0.89%),2026-03-01T23:17:49.378Z
COIN,Coinbase Global,0.07%,175.85,-5.21,(-2.88%),2026-03-01T23:17:49.378Z
ROK,Rockwell Automation,0.07%,407.45,-3.85,(-0.94%),2026-03-01T23:17:49.378Z
WAB,Wabtec,0.07%,263.95,0.54,(0.21%),2026-03-01T23:17:49.378Z
FITB,Fifth Third Bancorp,0.07%,49.47,-2.50,(-4.81%),2026-03-01T23:17:49.378Z
SYY,Sysco,0.07%,91.16,2.04,(2.29%),2026-03-01T23:17:49.378Z
CCL,Carnival,0.07%,31.55,-1.15,(-3.52%),2026-03-01T23:17:49.378Z
AXON,Axon Enterprise,0.07%,542.40,-7.79,(-1.42%),2026-03-01T23:17:49.378Z
CBRE,CBRE Group,0.07%,147.66,-2.34,(-1.56%),2026-03-01T23:17:49.378Z
AIG,American International Group,0.07%,80.49,0.14,(0.17%),2026-03-01T23:17:49.378Z
KR,Kroger,0.07%,68.24,1.06,(1.58%),2026-03-01T23:17:49.378Z
PEG,Public Service Enterprise Group,0.07%,86.07,0.22,(0.26%),2026-03-01T23:17:49.378Z
AMP,Ameriprise Financial,0.07%,470.12,-16.86,(-3.46%),2026-03-01T23:17:49.378Z
DAL,Delta Air Lines,0.07%,65.70,-4.81,(-6.82%),2026-03-01T23:17:49.378Z
PYPL,PayPal,0.07%,46.21,0.68,(1.49%),2026-03-01T23:17:49.378Z
ODFL,Old Dominion,0.07%,203.05,4.68,(2.36%),2026-03-01T23:17:49.378Z
MSCI,MSCI,0.07%,571.83,-1.04,(-0.18%),2026-03-01T23:17:49.378Z
PCG,PG&E Corporation,0.07%,19.00,0.12,(0.64%),2026-03-01T23:17:49.378Z
KDP,Keurig Dr Pepper,0.07%,30.28,-0.05,(-0.16%),2026-03-01T23:17:49.378Z
VMC,Vulcan Materials Company,0.07%,310.00,1.01,(0.33%),2026-03-01T23:17:49.378Z
VTR,Ventas,0.07%,86.16,-0.28,(-0.32%),2026-03-01T23:17:49.378Z
MLM,Martin Marietta Materials,0.07%,676.57,-1.89,(-0.28%),2026-03-01T23:17:49.378Z
EBAY,eBay,0.07%,90.86,2.96,(3.37%),2026-03-01T23:17:49.378Z
ED,Consolidated Edison,0.07%,112.52,1.76,(1.59%),2026-03-01T23:17:49.378Z
NUE,Nucor,0.06%,176.88,1.27,(0.72%),2026-03-01T23:17:49.378Z
MCHP,Microchip Technology,0.06%,74.64,-0.33,(-0.44%),2026-03-01T23:17:49.378Z
EL,Estée Lauder Companies (The),0.06%,109.47,-2.43,(-2.17%),2026-03-01T23:17:49.378Z
DDOG,Datadog,0.06%,111.96,-4.50,(-3.86%),2026-03-01T23:17:49.378Z
TTWO,Take-Two Interactive,0.06%,211.48,-1.81,(-0.85%),2026-03-01T23:17:49.378Z
CCI,Crown Castle,0.06%,89.54,3.14,(3.63%),2026-03-01T23:17:49.378Z
HIG,Hartford (The),0.06%,140.83,-0.24,(-0.17%),2026-03-01T23:17:49.378Z
XYZ,"Block, Inc.",0.06%,63.70,9.17,(16.82%),2026-03-01T23:17:49.378Z
NRG,NRG Energy,0.06%,178.96,-2.38,(-1.31%),2026-03-01T23:17:49.378Z
GEHC,GE HealthCare,0.06%,84.27,0.35,(0.42%),2026-03-01T23:17:49.378Z
EQT,EQT Corporation,0.06%,61.42,1.68,(2.81%),2026-03-01T23:17:49.378Z
LVS,Las Vegas Sands,0.06%,56.72,0.77,(1.38%),2026-03-01T23:17:49.378Z
WEC,WEC Energy Group,0.06%,116.96,1.17,(1.01%),2026-03-01T23:17:49.378Z
LYV,Live Nation Entertainment,0.06%,162.14,4.23,(2.68%),2026-03-01T23:17:49.378Z
RMD,ResMed,0.06%,256.26,-0.80,(-0.31%),2026-03-01T23:17:49.378Z
ROP,Roper Technologies,0.06%,349.73,-2.42,(-0.69%),2026-03-01T23:17:49.378Z
KMB,Kimberly-Clark,0.06%,111.44,1.06,(0.96%),2026-03-01T23:17:49.378Z
CPRT,Copart,0.06%,38.09,0.94,(2.53%),2026-03-01T23:17:49.378Z
IR,Ingersoll Rand,0.06%,94.14,-0.39,(-0.41%),2026-03-01T23:17:49.378Z
KVUE,Kenvue,0.06%,19.12,0.12,(0.63%),2026-03-01T23:17:49.378Z
TPL,Texas Pacific Land Corporation,0.06%,524.29,11.75,(2.29%),2026-03-01T23:17:49.378Z
OTIS,Otis Worldwide,0.06%,92.56,1.10,(1.20%),2026-03-01T23:17:49.378Z
ACGL,Arch Capital Group,0.06%,100.15,0.50,(0.50%),2026-03-01T23:17:49.378Z
STT,State Street Corporation,0.06%,128.62,-3.65,(-2.76%),2026-03-01T23:17:49.378Z
WDAY,"Workday, Inc.",0.06%,133.76,-5.35,(-3.85%),2026-03-01T23:17:49.378Z
DG,Dollar General,0.06%,156.24,2.24,(1.45%),2026-03-01T23:17:49.378Z
UAL,United Airlines Holdings,0.06%,106.30,-10.13,(-8.70%),2026-03-01T23:17:49.378Z
