msci_index,last,day,previous_price
USA,39174.407,0.0077,38875.068968939166
CANADA,23142.35,-0.0019,23186.404167919045
SWITZERLAND,46028.915,-0.012199999999999999,46597.403320510224
UNITED KINGDOM,22392.043,-0.0027,22452.66519602928
JAPAN,22845.668,0.0026,22786.423299421505
PACIFIC ex JAPAN,18556.23,0.0002,18552.51949610078
GERMANY,18772.43,-0.0014000000000000002,18798.748247546566
NORDIC COUNTRIES,64890.995,-0.0086,65453.898527335085
FRANCE,20800.553,-0.0055000000000000005,20915.588738059327
ITALY,4179.23,-0.0003,4180.484145243572
SPAIN,15581.019,-0.0063,15679.801751031498
EUROPE,24182.672,-0.0055000000000000005,24316.41226747109
WORLD,28233.682,0.0048,28098.807722929938
EM (EMERGING MARKETS),1061.839,0.0001,1061.7328267173282
WORLD SMALL CAP,1102.801,0.0004,1102.360055977609
WORLD ENHANCED VALUE,3884.494,0.0022,3875.966872879665
WORLD MOMENTUM,8020.28,0.005600000000000001,7975.616547334924
WORLD SECTOR NEUTRAL QUALITY,4456.655,-0.0017000000000000001,4464.2442151657815
EUROPE SECTOR NEUTRAL QUALITY,2721.822,-0.0077,2742.942658470221
USA SECTOR NEUTRAL QUALITY,12437.61,-0.0008,12447.568054443556
WORLD MINIMUM VOLATILITY (GBP),6505.857,-0.0038,6530.6735595262
