msci_index,last,day,previous_price
USA,39715.837,-0.0005,39735.70485242621
CANADA,24011.622,0.0006,23997.22366580052
SWITZERLAND,46047.482,-0.004699999999999999,46264.927157640916
UNITED KINGDOM,22955.583,0.0007000000000000001,22939.525332267414
JAPAN,22801.57,-0.0039000000000000003,22890.84429274169
PACIFIC ex JAPAN,19684.901,-0.0014000000000000002,19712.498497897057
GERMANY,19056.393,0.0008,19041.160071942446
NORDIC COUNTRIES,65415.68,-0.0003,65435.31059317795
FRANCE,21366.347,0.0027,21308.813204348262
ITALY,4317.108,0.0034000000000000002,4302.479569463823
SPAIN,16105.355,0.0064,16002.93620826709
EUROPE,24504.027,0.001,24479.547452547453
WORLD,28649.45,-0.0005,28663.781890945473
EM (EMERGING MARKETS),1016.66,-0.0159,1033.0860684889747
WORLD SMALL CAP,1097.991,-0.0036,1101.9580489763148
WORLD ENHANCED VALUE,3917.704,-0.0005,3919.663831915958
WORLD MOMENTUM,7710.971,-0.004,7741.93875502008
WORLD SECTOR NEUTRAL QUALITY,4534.873,0.0004,4533.059776089564
EUROPE SECTOR NEUTRAL QUALITY,2738.585,0.0008,2736.3958832933654
USA SECTOR NEUTRAL QUALITY,12709.475,0.0017000000000000001,12687.90556054707
WORLD MINIMUM VOLATILITY (GBP),6647.246,0.0062,6606.287020473067
