msci_index,last,day,previous_price
USA,39278.509,-0.0008,39309.956965572455
CANADA,23882.871,0.0025,23823.31271820449
SWITZERLAND,43579.429,0.0063,43306.59743615224
UNITED KINGDOM,22723.642,0.0055000000000000005,22599.345599204375
JAPAN,23307.894,0.0005,23296.245877061472
PACIFIC ex JAPAN,19306.645,0.0021,19266.1860093803
GERMANY,18637.351,-0.006,18749.85010060362
NORDIC COUNTRIES,64703.341,-0.0109,65416.37953695279
FRANCE,19927.917,-0.0101,20131.2425497525
ITALY,4150.563,-0.0179,4226.212198350474
SPAIN,15746.938,-0.015700000000000002,15998.108300314945
EUROPE,23725.831,-0.0068000000000000005,23888.271244462343
WORLD,28296.973,-0.0014000000000000002,28336.644302022833
EM (EMERGING MARKETS),1041.849,-0.0097,1052.05392305362
WORLD SMALL CAP,1076.123,-0.0018,1078.0635143257864
WORLD ENHANCED VALUE,4006.816,-0.0069,4034.655120330279
WORLD MOMENTUM,7620.183,-0.0184,7763.022616136919
WORLD SECTOR NEUTRAL QUALITY,4440.381,0.0015,4433.73040439341
EUROPE SECTOR NEUTRAL QUALITY,2640.901,-0.0034000000000000002,2649.91069636765
USA SECTOR NEUTRAL QUALITY,12420.876,0.0034000000000000002,12378.78812039067
WORLD MINIMUM VOLATILITY (GBP),6648.235,0.0086,6591.547689867142
