msci_index,last,day,previous_price
USA,39308.759,0.0084,38981.31594605315
CANADA,23823.712,0.0021,23773.787047200876
SWITZERLAND,43305.58,-0.0026,43418.4680168438
UNITED KINGDOM,22599.044,0.0039000000000000003,22511.250124514394
JAPAN,23297.304,-0.005699999999999999,23430.859901438198
PACIFIC ex JAPAN,19265.657,-0.005600000000000001,19374.152252614644
GERMANY,18750.667,0.0058,18642.540266454565
NORDIC COUNTRIES,65413.146,-0.0029,65603.39584795908
FRANCE,20131.975,0.0063,20005.93759316307
ITALY,4226.087,0.012199999999999999,4175.150167950998
SPAIN,15997.379,0.0091,15853.115647606777
EUROPE,23887.493,0.0036,23801.806496612193
WORLD,28337.511,0.0063,28160.102355162475
EM (EMERGING MARKETS),1052.092,-0.013600000000000001,1066.5977291159775
WORLD SMALL CAP,1078.115,0.0032,1074.6760366826156
WORLD ENHANCED VALUE,4034.573,0.0075,4004.5389578163768
WORLD MOMENTUM,7763.41,0.0059,7717.874540212744
WORLD SECTOR NEUTRAL QUALITY,4433.921,0.0052,4410.983883804218
EUROPE SECTOR NEUTRAL QUALITY,2650.026,0.0,2650.026
USA SECTOR NEUTRAL QUALITY,12378.787,0.0084,12275.671360571203
WORLD MINIMUM VOLATILITY (GBP),6591.492,0.0042,6563.923521210914
