msci_index,last,day,previous_price
USA,39435.944,-0.0060999999999999995,39677.97967602375
CANADA,24239.644,-0.0078000000000000005,24430.19955654102
SWITZERLAND,45141.61,-0.0022,45241.140509120065
UNITED KINGDOM,22743.969,0.0013,22714.440227703984
JAPAN,23022.509,-0.0141,23351.768942083374
PACIFIC ex JAPAN,19442.657,-0.0018,19477.716890402724
GERMANY,19033.222,-0.006500000000000001,19157.74735782587
NORDIC COUNTRIES,65251.448,-0.0060999999999999995,65651.92474091961
FRANCE,20869.886,-0.008199999999999999,21042.433958459365
ITALY,4258.236,-0.0077,4291.278847122846
SPAIN,15916.199,-0.0019,15946.497344955416
EUROPE,24290.551,-0.0063,24444.551675556002
WORLD,28481.43,-0.0066,28670.656331789814
EM (EMERGING MARKETS),1033.376,-0.008100000000000001,1041.8146990624055
WORLD SMALL CAP,1101.135,-0.013999999999999999,1116.7697768762678
WORLD ENHANCED VALUE,3948.261,-0.0125,3998.238987341772
WORLD MOMENTUM,7805.67,-0.0246,8002.532294443305
WORLD SECTOR NEUTRAL QUALITY,4492.413,-0.0044,4512.2669746886295
EUROPE SECTOR NEUTRAL QUALITY,2719.843,-0.0034999999999999996,2729.3958855995984
USA SECTOR NEUTRAL QUALITY,12580.477,-0.0016,12600.638020833334
WORLD MINIMUM VOLATILITY (GBP),6629.992,0.0019,6617.418904082244
