msci_index,last,day,previous_price
USA,38585.019,-0.0076,38880.510882708586
CANADA,23512.768,-0.0036,23597.719791248495
SWITZERLAND,45125.801,-0.0066,45425.61002617274
UNITED KINGDOM,22447.878,-0.0059,22581.10652851826
JAPAN,22361.77,0.0046,22259.376866414495
PACIFIC ex JAPAN,19139.492,0.0040999999999999995,19061.34050393387
GERMANY,17977.228,-0.014199999999999999,18236.18178129438
NORDIC COUNTRIES,63824.341,-0.008,64339.053427419356
FRANCE,20315.637,-0.0152,20629.200852965067
ITALY,4103.563,-0.019299999999999998,4184.320383399612
SPAIN,15253.834,-0.0163,15506.591440479822
EUROPE,23733.644,-0.0106,23987.915908631494
WORLD,27845.037,-0.0069,28038.502668412042
EM (EMERGING MARKETS),1035.43,0.015,1020.1280788177341
WORLD SMALL CAP,1081.507,-0.0026,1084.3262482454384
WORLD ENHANCED VALUE,3886.841,-0.0001,3887.229722972297
WORLD MOMENTUM,7876.142,0.003,7852.584247258226
WORLD SECTOR NEUTRAL QUALITY,4422.008,-0.0029,4434.8691204493025
EUROPE SECTOR NEUTRAL QUALITY,2677.244,-0.0064,2694.4887278582933
USA SECTOR NEUTRAL QUALITY,12339.62,-0.0015,12358.157235853781
WORLD MINIMUM VOLATILITY (GBP),6461.889,0.0005,6458.659670164918
