msci_index,last,day,previous_price
USA,39232.473,0.016399999999999998,38599.44214876033
CANADA,23473.154,0.0009,23452.047157558198
SWITZERLAND,45600.163,0.0017000000000000001,45522.77428371768
UNITED KINGDOM,22886.539,-0.0015,22920.920380570857
JAPAN,22557.083,0.006999999999999999,22400.281032770607
PACIFIC ex JAPAN,19417.038,0.0016,19386.02036741214
GERMANY,18985.105,0.0159,18687.96633526922
NORDIC COUNTRIES,65118.318,0.0034000000000000002,64897.665935818215
FRANCE,21157.855,0.0146,20853.39542676917
ITALY,4254.588,0.016,4187.586614173228
SPAIN,15964.162,0.013500000000000002,15751.516526887024
EUROPE,24281.563,0.0068000000000000005,24117.563567739373
WORLD,28305.442,0.013300000000000001,27933.920852659623
EM (EMERGING MARKETS),1014.165,-0.006999999999999999,1021.3141993957704
WORLD SMALL CAP,1087.276,0.0144,1071.8414826498424
WORLD ENHANCED VALUE,3873.881,0.009399999999999999,3837.8056271052105
WORLD MOMENTUM,7603.627,0.006500000000000001,7554.522603079981
WORLD SECTOR NEUTRAL QUALITY,4482.046,0.0111,4432.841459796261
EUROPE SECTOR NEUTRAL QUALITY,2702.649,0.0031,2694.2966802910973
USA SECTOR NEUTRAL QUALITY,12549.841,0.0129,12390.009872642908
WORLD MINIMUM VOLATILITY (GBP),6562.5,0.0036,6538.959744918294
