msci_index,last,day,previous_price
USA,38212.285,-0.0229,39107.85487667588
CANADA,22999.507,-0.0175,23409.167430025445
SWITZERLAND,43617.225,-0.0,43617.225
UNITED KINGDOM,21825.059,0.0016,21790.194688498403
JAPAN,22263.173,-0.0002,22267.62652530506
PACIFIC ex JAPAN,18311.712,-0.0116,18526.620801295023
GERMANY,18355.378,-0.0105,18550.154623547245
NORDIC COUNTRIES,64533.561,-0.009300000000000001,65139.357020288684
FRANCE,20263.249,-0.004699999999999999,20358.935999196223
ITALY,3954.784,-0.004699999999999999,3973.459258515021
SPAIN,14437.95,0.0015,14416.3255117324
EUROPE,23320.431,-0.0048,23432.90896302251
WORLD,27517.91,-0.0183,28030.875012733013
EM (EMERGING MARKETS),1053.612,-0.0195,1074.566037735849
WORLD SMALL CAP,1060.815,-0.0177,1079.9297566934747
WORLD ENHANCED VALUE,3827.332,-0.027000000000000003,3933.5375128468654
WORLD MOMENTUM,7684.085,-0.0379,7986.784118075045
WORLD SECTOR NEUTRAL QUALITY,4313.014,-0.0129,4369.378988957553
EUROPE SECTOR NEUTRAL QUALITY,2608.444,-0.0016,2612.6241987179487
USA SECTOR NEUTRAL QUALITY,12081.153,-0.015600000000000001,12272.605648110524
WORLD MINIMUM VOLATILITY (GBP),6379.607,-0.0016,6389.830729166667
