Symbol,Company,Weight,Price,Chg,% Chg,Timestamp
CVX,Chevron Corporation,0.60%,186.35,-3.09,-1.63%,2026-03-10T21:30:27.800Z
PG,Procter & Gamble,0.59%,155.79,0.57,0.37%,2026-03-10T21:30:27.800Z
PLTR,Palantir Technologies,0.59%,151.01,-5.42,-3.46%,2026-03-10T21:30:27.800Z
HD,Home Depot (The),0.58%,357.00,3.44,0.97%,2026-03-10T21:30:27.800Z
BAC,Bank of America,0.57%,48.57,0.67,1.41%,2026-03-10T21:30:27.800Z
GE,GE Aerospace,0.56%,327.49,5.56,1.73%,2026-03-10T21:30:27.800Z
KO,Coca-Cola Company (The),0.54%,77.88,0.08,0.10%,2026-03-10T21:30:27.800Z
CAT,Caterpillar Inc.,0.54%,719.80,14.98,2.13%,2026-03-10T21:30:27.800Z
AMD,Advanced Micro Devices,0.54%,203.95,1.27,0.63%,2026-03-10T21:30:27.800Z
CSCO,Cisco,0.50%,77.75,1.54,2.02%,2026-03-10T21:30:27.800Z
MRK,Merck & Co.,0.47%,117.02,-0.09,-0.08%,2026-03-10T21:30:27.800Z
RTX,RTX Corporation,0.45%,207.06,-1.17,-0.56%,2026-03-10T21:30:27.800Z
AMAT,Applied Materials,0.45%,349.13,10.19,3.01%,2026-03-10T21:30:27.800Z
LRCX,Lam Research,0.44%,216.25,5.10,2.41%,2026-03-10T21:30:27.800Z
PM,Philip Morris International,0.43%,171.75,-1.50,-0.87%,2026-03-10T21:30:27.800Z
MS,Morgan Stanley,0.42%,161.80,1.35,0.84%,2026-03-10T21:30:27.800Z
UNH,UnitedHealth Group,0.42%,282.31,-2.86,-1.00%,2026-03-10T21:30:27.800Z
GS,Goldman Sachs,0.40%,834.39,2.37,0.28%,2026-03-10T21:30:27.800Z
WFC,Wells Fargo,0.39%,78.38,-0.45,-0.57%,2026-03-10T21:30:27.800Z
TMUS,T-Mobile US,0.39%,218.69,1.19,0.55%,2026-03-10T21:30:27.800Z
IBM,IBM,0.38%,249.55,-3.78,-1.49%,2026-03-10T21:30:27.800Z
INTC,Intel,0.38%,46.86,1.28,2.81%,2026-03-10T21:30:27.800Z
MCD,McDonald's,0.38%,327.94,-2.86,-0.86%,2026-03-10T21:30:27.800Z
GEV,GE Vernova,0.37%,841.00,10.90,1.31%,2026-03-10T21:30:27.800Z
LIN,Linde plc,0.36%,477.50,-6.12,-1.27%,2026-03-10T21:30:27.800Z
PEP,PepsiCo,0.36%,161.31,-0.22,-0.13%,2026-03-10T21:30:27.800Z
VZ,Verizon,0.35%,50.63,0.18,0.35%,2026-03-10T21:30:27.800Z
AXP,American Express,0.34%,302.82,-2.56,-0.84%,2026-03-10T21:30:27.800Z
AMGN,Amgen,0.33%,377.16,0.19,0.05%,2026-03-10T21:30:27.800Z
T,AT&T,0.32%,27.77,0.23,0.85%,2026-03-10T21:30:27.800Z
ABT,Abbott Laboratories,0.31%,110.21,-2.44,-2.17%,2026-03-10T21:30:27.800Z
KLAC,KLA Corporation,0.31%,1460.04,30.94,2.16%,2026-03-10T21:30:27.800Z
C,Citigroup,0.31%,109.27,2.68,2.51%,2026-03-10T21:30:27.800Z
NEE,NextEra Energy,0.31%,91.63,-0.38,-0.41%,2026-03-10T21:30:27.800Z
TMO,Thermo Fisher Scientific,0.31%,506.87,-3.10,-0.61%,2026-03-10T21:30:27.800Z
GILD,Gilead Sciences,0.30%,149.03,2.40,1.64%,2026-03-10T21:30:27.800Z
CRM,Salesforce,0.29%,195.16,-3.63,-1.83%,2026-03-10T21:30:27.800Z
DIS,Walt Disney Company (The),0.29%,101.33,-0.33,-0.32%,2026-03-10T21:30:27.800Z
TXN,Texas Instruments,0.29%,197.41,1.22,0.62%,2026-03-10T21:30:27.800Z
TJX,TJX Companies,0.29%,160.00,1.86,1.18%,2026-03-10T21:30:27.800Z
ANET,Arista Networks,0.29%,140.16,2.99,2.18%,2026-03-10T21:30:27.800Z
ISRG,Intuitive Surgical,0.28%,487.50,-6.06,-1.23%,2026-03-10T21:30:27.800Z
BA,Boeing,0.28%,218.17,-6.83,-3.04%,2026-03-10T21:30:27.800Z
APH,Amphenol,0.27%,137.41,1.34,0.99%,2026-03-10T21:30:27.800Z
SCHW,Charles Schwab Corporation,0.27%,94.25,-0.13,-0.14%,2026-03-10T21:30:27.800Z
APP,AppLovin Corporation,0.26%,478.50,-38.73,-7.49%,2026-03-10T21:30:27.800Z
DE,Deere & Company,0.26%,591.25,-8.23,-1.37%,2026-03-10T21:30:27.800Z
ADI,Analog Devices,0.25%,319.44,-0.26,-0.08%,2026-03-10T21:30:27.800Z
PFE,Pfizer,0.25%,27.02,0.21,0.80%,2026-03-10T21:30:27.800Z
HON,Honeywell,0.25%,240.68,3.09,1.30%,2026-03-10T21:30:27.800Z
BLK,BlackRock,0.24%,968.89,11.23,1.17%,2026-03-10T21:30:27.800Z
LMT,Lockheed Martin,0.24%,654.05,-10.10,-1.52%,2026-03-10T21:30:27.800Z
UBER,Uber,0.24%,72.47,-1.38,-1.86%,2026-03-10T21:30:27.800Z
UNP,Union Pacific Corporation,0.24%,250.40,-3.21,-1.27%,2026-03-10T21:30:27.800Z
QCOM,Qualcomm,0.23%,135.35,-2.76,-2.00%,2026-03-10T21:30:27.800Z
WELL,Welltower,0.23%,206.85,-0.83,-0.40%,2026-03-10T21:30:27.800Z
LOW,Lowe's,0.23%,252.20,1.98,0.79%,2026-03-10T21:30:27.800Z
ETN,Eaton Corporation,0.23%,362.32,8.45,2.39%,2026-03-10T21:30:27.800Z
COP,ConocoPhillips,0.23%,114.35,-2.68,-2.29%,2026-03-10T21:30:27.800Z
BKNG,Booking Holdings,0.23%,4405.95,-34.74,-0.78%,2026-03-10T21:30:27.800Z
SYK,Stryker Corporation,0.23%,362.04,-3.88,-1.06%,2026-03-10T21:30:27.800Z
DHR,Danaher Corporation,0.23%,195.87,-2.93,-1.47%,2026-03-10T21:30:27.800Z
PANW,Palo Alto Networks,0.22%,165.74,0.64,0.38%,2026-03-10T21:30:27.800Z
SPGI,S&P Global,0.21%,436.76,-8.52,-1.91%,2026-03-10T21:30:27.800Z
NEM,Newmont,0.21%,118.81,1.86,1.59%,2026-03-10T21:30:27.800Z
CB,Chubb Limited,0.21%,329.00,4.60,1.42%,2026-03-10T21:30:27.800Z
PLD,Prologis,0.21%,137.15,2.00,1.48%,2026-03-10T21:30:27.800Z
VRTX,Vertex Pharmaceuticals,0.21%,497.88,37.00,8.03%,2026-03-10T21:30:27.800Z
INTU,Intuit,0.20%,453.43,-20.24,-4.27%,2026-03-10T21:30:27.800Z
ACN,Accenture,0.20%,202.01,-7.35,-3.51%,2026-03-10T21:30:27.800Z
BMY,Bristol Myers Squibb,0.20%,60.40,-0.23,-0.38%,2026-03-10T21:30:27.800Z
NOW,ServiceNow,0.20%,117.19,-4.74,-3.88%,2026-03-10T21:30:27.800Z
PH,Parker Hannifin,0.20%,962.00,29.83,3.20%,2026-03-10T21:30:27.800Z
PGR,Progressive Corporation,0.20%,206.93,0.13,0.06%,2026-03-10T21:30:27.800Z
HCA,HCA Healthcare,0.20%,537.76,-7.37,-1.35%,2026-03-10T21:30:27.800Z
GLW,Corning Inc.,0.19%,137.38,8.32,6.45%,2026-03-10T21:30:27.800Z
MDT,Medtronic,0.19%,90.11,-1.23,-1.35%,2026-03-10T21:30:27.800Z
COF,Capital One,0.19%,185.25,-0.48,-0.26%,2026-03-10T21:30:27.800Z
CEG,Constellation Energy,0.19%,317.82,-5.17,-1.60%,2026-03-10T21:30:27.800Z
SBUX,Starbucks,0.19%,100.67,0.91,0.91%,2026-03-10T21:30:27.800Z
MCK,McKesson Corporation,0.18%,927.88,-14.28,-1.52%,2026-03-10T21:30:27.800Z
ADBE,Adobe Inc.,0.18%,275.14,-7.30,-2.58%,2026-03-10T21:30:27.800Z
MO,Altria,0.18%,67.17,0.13,0.20%,2026-03-10T21:30:27.800Z
CMCSA,Comcast,0.18%,31.14,0.11,0.34%,2026-03-10T21:30:27.800Z
CME,CME Group,0.18%,306.89,-12.19,-3.82%,2026-03-10T21:30:27.800Z
CRWD,CrowdStrike,0.18%,436.95,2.82,0.65%,2026-03-10T21:30:27.800Z
SO,Southern Company,0.18%,96.28,-0.97,-1.00%,2026-03-10T21:30:27.800Z
NOC,Northrop Grumman,0.17%,737.00,-10.34,-1.38%,2026-03-10T21:30:27.800Z
BSX,Boston Scientific,0.17%,69.94,-1.96,-2.73%,2026-03-10T21:30:27.800Z
HWM,Howmet Aerospace,0.17%,254.67,0.53,0.21%,2026-03-10T21:30:27.800Z
DUK,Duke Energy,0.16%,129.59,-1.49,-1.14%,2026-03-10T21:30:27.800Z
CVS,CVS Health,0.16%,76.57,-1.69,-2.16%,2026-03-10T21:30:27.800Z
GD,General Dynamics,0.16%,355.39,-6.59,-1.82%,2026-03-10T21:30:27.800Z
TT,Trane Technologies,0.16%,433.74,6.22,1.45%,2026-03-10T21:30:27.800Z
DELL,Dell Technologies,0.16%,144.10,-2.41,-1.65%,2026-03-10T21:30:27.800Z
WM,Waste Management,0.15%,235.95,-10.56,-4.28%,2026-03-10T21:30:27.800Z
EQIX,Equinix,0.15%,960.50,15.59,1.65%,2026-03-10T21:30:27.800Z
SNDK,Sandisk Corporation,0.15%,622.76,34.03,5.78%,2026-03-10T21:30:27.800Z
WDC,Western Digital,0.15%,268.83,6.77,2.58%,2026-03-10T21:30:27.800Z
ICE,Intercontinental Exchange,0.15%,160.16,-5.64,-3.40%,2026-03-10T21:30:27.800Z
WMB,Williams Companies,0.15%,74.34,1.16,1.59%,2026-03-10T21:30:27.800Z
FCX,Freeport-McMoRan,0.15%,62.26,1.77,2.93%,2026-03-10T21:30:27.800Z
ADP,Automatic Data Processing,0.14%,218.35,-4.69,-2.10%,2026-03-10T21:30:27.800Z
AMT,American Tower,0.14%,186.72,0.08,0.04%,2026-03-10T21:30:27.800Z
STX,Seagate Technology,0.14%,388.18,13.85,3.70%,2026-03-10T21:30:27.800Z
BX,Blackstone Inc.,0.14%,110.34,-0.31,-0.28%,2026-03-10T21:30:27.800Z
MAR,Marriott International,0.14%,326.04,-2.82,-0.86%,2026-03-10T21:30:27.800Z
UPS,United Parcel Service,0.14%,101.25,1.31,1.31%,2026-03-10T21:30:27.800Z
PWR,Quanta Services,0.14%,568.49,0.45,0.08%,2026-03-10T21:30:27.800Z
FDX,FedEx,0.14%,359.51,-1.59,-0.44%,2026-03-10T21:30:27.800Z
MRSH,"Marsh & McLennan Companies, Inc.",0.14%,174.03,-5.94,-3.30%,2026-03-10T21:30:27.800Z
NKE,"Nike, Inc.",0.14%,56.32,-0.21,-0.37%,2026-03-10T21:30:27.800Z
SNPS,Synopsys,0.13%,433.51,-3.71,-0.85%,2026-03-10T21:30:27.800Z
PNC,PNC Financial Services,0.13%,205.31,-0.03,-0.01%,2026-03-10T21:30:27.800Z
SHW,Sherwin-Williams,0.13%,331.17,-2.23,-0.67%,2026-03-10T21:30:27.800Z
MMM,3M,0.13%,155.60,3.97,2.62%,2026-03-10T21:30:27.800Z
USB,U.S. Bancorp,0.13%,52.56,0.43,0.82%,2026-03-10T21:30:27.800Z
JCI,Johnson Controls,0.13%,133.42,0.33,0.25%,2026-03-10T21:30:27.800Z
REGN,Regeneron Pharmaceuticals,0.13%,767.38,-14.22,-1.82%,2026-03-10T21:30:27.800Z
CDNS,Cadence Design Systems,0.13%,294.07,-3.98,-1.34%,2026-03-10T21:30:27.800Z
MCO,Moody's Corporation,0.13%,452.77,-9.92,-2.14%,2026-03-10T21:30:27.800Z
KKR,KKR,0.13%,90.01,-0.93,-1.03%,2026-03-10T21:30:27.800Z
ABNB,Airbnb,0.13%,132.75,-1.28,-0.96%,2026-03-10T21:30:27.800Z
ORLY,O'Reilly Auto Parts,0.13%,94.86,0.25,0.27%,2026-03-10T21:30:27.800Z
BK,BNY Mellon,0.13%,115.42,0.33,0.28%,2026-03-10T21:30:27.800Z
ECL,Ecolab,0.13%,281.35,-0.51,-0.18%,2026-03-10T21:30:27.800Z
EMR,Emerson Electric,0.13%,141.00,-0.12,-0.09%,2026-03-10T21:30:27.800Z
ITW,Illinois Tool Works,0.13%,273.62,-2.96,-1.07%,2026-03-10T21:30:27.800Z
CTAS,Cintas,0.13%,196.94,-3.83,-1.91%,2026-03-10T21:30:27.800Z
RCL,Royal Caribbean Group,0.13%,285.50,-5.05,-1.74%,2026-03-10T21:30:27.800Z
CMI,Cummins,0.13%,558.56,8.37,1.52%,2026-03-10T21:30:27.800Z
MSI,Motorola Solutions,0.13%,465.01,6.98,1.52%,2026-03-10T21:30:27.800Z
CSX,CSX Corporation,0.12%,40.87,0.27,0.67%,2026-03-10T21:30:27.800Z
MNST,Monster Beverage,0.12%,76.85,1.13,1.49%,2026-03-10T21:30:27.800Z
CL,Colgate-Palmolive,0.12%,92.57,-0.43,-0.46%,2026-03-10T21:30:27.800Z
DASH,DoorDash,0.12%,170.10,-6.49,-3.68%,2026-03-10T21:30:27.800Z
KMI,Kinder Morgan,0.12%,32.98,-0.32,-0.96%,2026-03-10T21:30:27.800Z
MDLZ,Mondelez International,0.12%,56.94,-1.23,-2.12%,2026-03-10T21:30:27.800Z
SLB,Schlumberger,0.12%,48.34,1.15,2.43%,2026-03-10T21:30:27.800Z
AEP,American Electric Power,0.12%,132.32,0.46,0.35%,2026-03-10T21:30:27.800Z
TDG,TransDigm Group,0.12%,1265.50,-12.43,-0.97%,2026-03-10T21:30:27.800Z
CRH,CRH plc,0.12%,105.84,-0.62,-0.58%,2026-03-10T21:30:27.800Z
HOOD,"Robinhood Markets, Inc.",0.11%,78.61,-0.74,-0.94%,2026-03-10T21:30:27.800Z
HLT,Hilton Worldwide,0.11%,305.05,1.59,0.52%,2026-03-10T21:30:27.800Z
CI,Cigna,0.11%,263.04,-6.62,-2.45%,2026-03-10T21:30:27.800Z
ROST,Ross Stores,0.11%,213.09,0.94,0.45%,2026-03-10T21:30:27.800Z
WBD,Warner Bros. Discovery,0.11%,27.78,0.03,0.11%,2026-03-10T21:30:27.800Z
AON,Aon,0.11%,321.34,-11.50,-3.46%,2026-03-10T21:30:27.800Z
RSG,Republic Services,0.11%,222.86,-7.28,-3.16%,2026-03-10T21:30:27.800Z
COR,Cencora,0.11%,352.33,-9.47,-2.62%,2026-03-10T21:30:27.800Z
EOG,EOG Resources,0.11%,127.51,-4.16,-3.16%,2026-03-10T21:30:27.800Z
GM,General Motors,0.11%,75.17,0.48,0.65%,2026-03-10T21:30:27.800Z
LHX,L3Harris,0.11%,362.38,-8.88,-2.39%,2026-03-10T21:30:27.800Z
NSC,Norfolk Southern Railway,0.11%,300.17,-2.26,-0.75%,2026-03-10T21:30:27.800Z
TRV,Travelers Companies (The),0.11%,302.23,-0.96,-0.32%,2026-03-10T21:30:27.800Z
VLO,Valero Energy,0.11%,217.77,1.82,0.84%,2026-03-10T21:30:27.800Z
PSX,Phillips 66,0.11%,162.48,-0.52,-0.32%,2026-03-10T21:30:27.800Z
MPC,Marathon Petroleum,0.10%,216.04,0.34,0.16%,2026-03-10T21:30:27.800Z
PCAR,Paccar,0.10%,120.97,0.30,0.25%,2026-03-10T21:30:27.800Z
APO,Apollo Global Management,0.10%,108.56,0.42,0.39%,2026-03-10T21:30:27.800Z
ELV,Elevance Health,0.10%,284.08,3.34,1.19%,2026-03-10T21:30:27.800Z
SPG,Simon Property Group,0.10%,192.04,-0.79,-0.41%,2026-03-10T21:30:27.800Z
FTNT,Fortinet,0.10%,84.00,0.19,0.23%,2026-03-10T21:30:27.800Z
DLR,Digital Realty,0.10%,180.81,1.16,0.64%,2026-03-10T21:30:27.800Z
AZO,AutoZone,0.10%,3735.00,62.32,1.70%,2026-03-10T21:30:27.800Z
APD,Air Products,0.10%,275.32,0.93,0.34%,2026-03-10T21:30:27.800Z
O,Realty Income,0.10%,65.06,0.12,0.18%,2026-03-10T21:30:27.800Z
SRE,Sempra,0.10%,92.69,-0.82,-0.88%,2026-03-10T21:30:27.800Z
TEL,TE Connectivity,0.10%,203.22,-3.03,-1.47%,2026-03-10T21:30:27.800Z
TFC,Truist Financial,0.10%,46.98,0.23,0.48%,2026-03-10T21:30:27.800Z
BKR,Baker Hughes,0.10%,59.36,-0.74,-1.23%,2026-03-10T21:30:27.800Z
AFL,Aflac,0.09%,110.19,0.00,0.00%,2026-03-10T21:30:27.800Z
VST,Vistra Corp.,0.09%,165.44,1.82,1.11%,2026-03-10T21:30:27.800Z
D,Dominion Energy,0.09%,62.67,-0.24,-0.38%,2026-03-10T21:30:27.800Z
AJG,Arthur J. Gallagher & Co.,0.09%,212.48,-5.30,-2.43%,2026-03-10T21:30:27.800Z
TGT,Target Corporation,0.09%,120.42,0.28,0.24%,2026-03-10T21:30:27.800Z
ALL,Allstate,0.09%,207.47,-0.22,-0.11%,2026-03-10T21:30:27.800Z
ADSK,Autodesk,0.09%,254.97,-5.78,-2.22%,2026-03-10T21:30:27.800Z
PSA,Public Storage,0.09%,305.77,-0.71,-0.23%,2026-03-10T21:30:27.800Z
FAST,Fastenal,0.09%,46.44,-0.36,-0.78%,2026-03-10T21:30:27.800Z
OKE,ONEOK,0.09%,83.90,-2.06,-2.40%,2026-03-10T21:30:27.800Z
OXY,Occidental Petroleum,0.08%,53.02,-2.01,-3.64%,2026-03-10T21:30:27.800Z
GWW,W. W. Grainger,0.08%,1101.20,-14.08,-1.26%,2026-03-10T21:30:27.800Z
COIN,Coinbase Global,0.08%,196.63,-3.16,-1.58%,2026-03-10T21:30:27.800Z
MPWR,Monolithic Power Systems,0.08%,1056.50,-5.50,-0.52%,2026-03-10T21:30:27.800Z
AME,Ametek,0.08%,225.75,0.68,0.30%,2026-03-10T21:30:27.800Z
CTVA,Corteva,0.08%,76.42,-1.88,-2.39%,2026-03-10T21:30:27.800Z
NXPI,NXP Semiconductors,0.08%,203.30,-1.95,-0.95%,2026-03-10T21:30:27.800Z
CAH,Cardinal Health,0.08%,217.56,-4.72,-2.12%,2026-03-10T21:30:27.800Z
ZTS,Zoetis,0.08%,121.27,-1.09,-0.89%,2026-03-10T21:30:27.800Z
XEL,Xcel Energy,0.08%,81.89,-0.21,-0.26%,2026-03-10T21:30:27.800Z
NDAQ,"Nasdaq, Inc.",0.08%,88.38,0.33,0.37%,2026-03-10T21:30:27.800Z
EW,Edwards Lifesciences,0.08%,86.29,2.03,2.41%,2026-03-10T21:30:27.800Z
EA,Electronic Arts,0.08%,200.16,0.89,0.45%,2026-03-10T21:30:27.800Z
TRGP,Targa Resources,0.08%,232.50,-2.24,-0.95%,2026-03-10T21:30:27.800Z
EXC,Exelon,0.08%,48.75,-0.39,-0.79%,2026-03-10T21:30:27.800Z
FIX,"Comfort Systems USA, Inc.",0.08%,1393.80,21.40,1.56%,2026-03-10T21:30:27.800Z
URI,United Rentals,0.08%,777.49,-43.19,-5.26%,2026-03-10T21:30:27.800Z
F,Ford Motor Company,0.08%,12.25,0.06,0.49%,2026-03-10T21:30:27.800Z
CARR,Carrier Global,0.08%,58.42,-0.30,-0.50%,2026-03-10T21:30:27.800Z
FANG,Diamondback Energy,0.08%,172.30,-10.56,-5.77%,2026-03-10T21:30:27.800Z
CIEN,Ciena Corporation,0.08%,341.77,23.23,7.29%,2026-03-10T21:30:27.800Z
KEYS,Keysight Technologies,0.08%,280.37,-1.65,-0.59%,2026-03-10T21:30:27.800Z
IDXX,Idexx Laboratories,0.08%,599.99,-10.46,-1.71%,2026-03-10T21:30:27.800Z
ETR,Entergy,0.08%,104.86,0.21,0.21%,2026-03-10T21:30:27.800Z
TER,Teradyne,0.08%,302.30,5.86,1.98%,2026-03-10T21:30:27.800Z
BDX,Becton Dickinson,0.08%,163.96,-1.50,-0.91%,2026-03-10T21:30:27.800Z
GRMN,Garmin,0.08%,241.19,-1.44,-0.60%,2026-03-10T21:30:27.800Z
KR,Kroger,0.07%,72.80,-0.57,-0.78%,2026-03-10T21:30:27.800Z
MET,MetLife,0.07%,70.47,-0.30,-0.43%,2026-03-10T21:30:27.800Z
CVNA,Carvana Co.,0.07%,320.50,-7.76,-2.36%,2026-03-10T21:30:27.800Z
CMG,Chipotle Mexican Grill,0.07%,34.85,-0.44,-1.25%,2026-03-10T21:30:27.800Z
HSY,Hershey Company (The),0.07%,217.99,-4.79,-2.15%,2026-03-10T21:30:27.800Z
YUM,Yum! Brands,0.07%,159.24,-0.61,-0.38%,2026-03-10T21:30:27.800Z
DDOG,Datadog,0.07%,122.45,-6.11,-4.75%,2026-03-10T21:30:27.800Z
AXON,Axon Enterprise,0.07%,530.15,-28.91,-5.17%,2026-03-10T21:30:27.800Z
DHI,D. R. Horton,0.07%,145.94,-1.75,-1.18%,2026-03-10T21:30:27.800Z
ROK,Rockwell Automation,0.07%,376.00,0.45,0.12%,2026-03-10T21:30:27.800Z
AIG,American International Group,0.07%,78.47,0.84,1.09%,2026-03-10T21:30:27.800Z
WAB,Wabtec,0.07%,246.71,-0.29,-0.12%,2026-03-10T21:30:27.800Z
FITB,Fifth Third Bancorp,0.07%,46.62,-0.36,-0.78%,2026-03-10T21:30:27.800Z
AMP,Ameriprise Financial,0.07%,456.24,-5.24,-1.14%,2026-03-10T21:30:27.800Z
SYY,Sysco,0.07%,86.78,2.08,2.46%,2026-03-10T21:30:27.800Z
PEG,Public Service Enterprise Group,0.07%,83.30,-0.74,-0.88%,2026-03-10T21:30:27.800Z
PYPL,PayPal,0.07%,44.90,-1.26,-2.72%,2026-03-10T21:30:27.800Z
VTR,Ventas,0.07%,86.08,-0.13,-0.16%,2026-03-10T21:30:27.800Z
MSCI,MSCI,0.07%,554.49,-9.92,-1.76%,2026-03-10T21:30:27.800Z
EBAY,eBay,0.07%,90.81,-2.10,-2.27%,2026-03-10T21:30:27.800Z
ED,Consolidated Edison,0.07%,112.47,0.67,0.60%,2026-03-10T21:30:27.800Z
ODFL,Old Dominion,0.07%,192.87,-4.35,-2.21%,2026-03-10T21:30:27.800Z
PCG,PG&E Corporation,0.07%,18.21,0.04,0.25%,2026-03-10T21:30:27.800Z
CBRE,CBRE Group,0.06%,135.06,-1.88,-1.38%,2026-03-10T21:30:27.800Z
XYZ,"Block, Inc.",0.06%,65.50,-0.04,-0.06%,2026-03-10T21:30:27.800Z
LYV,Live Nation Entertainment,0.06%,165.89,0.09,0.05%,2026-03-10T21:30:27.800Z
TTWO,Take-Two Interactive,0.06%,210.12,-4.51,-2.10%,2026-03-10T21:30:27.800Z
DAL,Delta Air Lines,0.06%,59.37,-1.21,-2.01%,2026-03-10T21:30:27.800Z
CCI,Crown Castle,0.06%,88.25,-1.48,-1.64%,2026-03-10T21:30:27.800Z
NUE,Nucor,0.06%,168.76,-0.71,-0.42%,2026-03-10T21:30:27.800Z
EQT,EQT Corporation,0.06%,61.40,-0.83,-1.34%,2026-03-10T21:30:27.800Z
KDP,Keurig Dr Pepper,0.06%,28.04,-0.15,-0.53%,2026-03-10T21:30:27.800Z
WDAY,"Workday, Inc.",0.06%,142.88,-5.26,-3.55%,2026-03-10T21:30:27.800Z
HIG,Hartford (The),0.06%,136.03,-1.92,-1.40%,2026-03-10T21:30:27.800Z
WEC,WEC Energy Group,0.06%,114.50,-1.09,-0.95%,2026-03-10T21:30:27.800Z
MLM,Martin Marietta Materials,0.06%,607.83,-4.69,-0.77%,2026-03-10T21:30:27.800Z
LVS,Las Vegas Sands,0.06%,54.53,0.62,1.15%,2026-03-10T21:30:27.800Z
ROP,Roper Technologies,0.06%,353.80,-9.26,-2.55%,2026-03-10T21:30:27.800Z
CCL,Carnival,0.06%,26.16,-0.23,-0.89%,2026-03-10T21:30:27.800Z
VMC,Vulcan Materials Company,0.06%,277.00,2.67,0.97%,2026-03-10T21:30:27.800Z
RMD,ResMed,0.06%,247.16,-5.77,-2.28%,2026-03-10T21:30:27.800Z
TPL,Texas Pacific Land Corporation,0.06%,521.55,-18.24,-3.38%,2026-03-10T21:30:27.800Z
MCHP,Microchip Technology,0.06%,65.24,0.24,0.36%,2026-03-10T21:30:27.800Z
CPRT,Copart,0.06%,36.46,-1.11,-2.96%,2026-03-10T21:30:27.800Z
KVUE,Kenvue,0.06%,17.98,-0.18,-1.02%,2026-03-10T21:30:27.800Z
ACGL,Arch Capital Group,0.06%,96.19,0.56,0.59%,2026-03-10T21:30:27.800Z
PAYX,Paychex,0.06%,95.19,-3.11,-3.16%,2026-03-10T21:30:27.800Z
STT,State Street Corporation,0.06%,122.58,0.65,0.53%,2026-03-10T21:30:27.800Z
EL,Estée Lauder Companies (The),0.06%,94.28,1.65,1.78%,2026-03-10T21:30:27.800Z
KMB,Kimberly-Clark,0.06%,102.14,-0.71,-0.70%,2026-03-10T21:30:27.800Z
IR,Ingersoll Rand,0.06%,86.45,-0.21,-0.24%,2026-03-10T21:30:27.800Z
OTIS,Otis Worldwide,0.05%,86.69,-0.88,-1.00%,2026-03-10T21:30:27.800Z
PRU,Prudential Financial,0.05%,96.57,0.64,0.67%,2026-03-10T21:30:27.800Z
NRG,NRG Energy,0.05%,156.22,0.80,0.51%,2026-03-10T21:30:27.800Z
ADM,Archer Daniels Midland,0.05%,69.50,1.58,2.33%,2026-03-10T21:30:27.800Z
GEHC,GE HealthCare,0.05%,73.26,-2.37,-3.13%,2026-03-10T21:30:27.800Z
A,Agilent Technologies,0.05%,116.09,-0.55,-0.47%,2026-03-10T21:30:27.800Z
DG,Dollar General,0.05%,148.19,2.67,1.83%,2026-03-10T21:30:27.800Z
HBAN,Huntington Bancshares,0.05%,16.04,-0.08,-0.48%,2026-03-10T21:30:27.800Z
