msci_index,last,day,previous_price
USA,39057.571,-0.005600000000000001,39277.52514078842
CANADA,23809.513,-0.0031,23883.552011234828
SWITZERLAND,43273.5,-0.006999999999999999,43578.549848942595
UNITED KINGDOM,22636.33,-0.0038,22722.67616944389
JAPAN,23100.302,-0.0089,23307.740893956212
PACIFIC ex JAPAN,19061.837,-0.0127,19307.036361794795
GERMANY,18604.217,-0.0018,18637.764976958526
NORDIC COUNTRIES,64634.492,-0.0011,64705.66823505856
FRANCE,19851.273,-0.0038,19926.995583216223
ITALY,4142.556,-0.0019,4150.44183949504
SPAIN,15732.529,-0.0009,15746.701030927836
EUROPE,23637.816,-0.0037,23725.600722673895
WORLD,28138.173,-0.005600000000000001,28296.634151246984
EM (EMERGING MARKETS),1030.414,-0.011000000000000001,1041.8746208291204
WORLD SMALL CAP,1070.008,-0.005699999999999999,1076.1420094538873
WORLD ENHANCED VALUE,3990.972,-0.004,4007.0
WORLD MOMENTUM,7607.935,-0.0016,7620.127203525642
WORLD SECTOR NEUTRAL QUALITY,4418.197,-0.005,4440.398994974875
EUROPE SECTOR NEUTRAL QUALITY,2634.467,-0.0024,2640.8049318364074
USA SECTOR NEUTRAL QUALITY,12351.49,-0.005600000000000001,12421.047868061143
WORLD MINIMUM VOLATILITY (GBP),6609.901,-0.0058,6648.462080064373
