msci_index,last,day,previous_price
USA,40615.258,0.0028000000000000004,40501.85281212605
CANADA,23987.486,0.001,23963.52247752248
SWITZERLAND,44223.937,0.0018,44144.47694150529
UNITED KINGDOM,22684.053,0.0011,22659.12795924483
JAPAN,23779.864,0.0231,23242.951813117
PACIFIC ex JAPAN,19242.311,-0.004,19319.58935742972
GERMANY,18752.188,0.0073,18616.289089645583
NORDIC COUNTRIES,64883.986,0.0027,64709.27096838536
FRANCE,19967.748,0.0,19967.748
ITALY,4185.138,0.0067,4157.284195887553
SPAIN,15936.227,0.006,15841.179920477138
EUROPE,23968.554,0.0038,23877.818290496114
WORLD,29076.823,0.0039000000000000003,28963.863930670384
EM (EMERGING MARKETS),1082.489,-0.0018,1084.44099378882
WORLD SMALL CAP,1086.565,0.003,1083.3150548354936
WORLD ENHANCED VALUE,4102.071,0.0062,4076.7948717948716
WORLD MOMENTUM,8117.145,0.005600000000000001,8071.942124105012
WORLD SECTOR NEUTRAL QUALITY,4572.789,0.0034000000000000002,4557.294199720948
EUROPE SECTOR NEUTRAL QUALITY,2673.197,0.0015,2669.193210184723
USA SECTOR NEUTRAL QUALITY,12865.249,0.0027,12830.606362820386
WORLD MINIMUM VOLATILITY (GBP),6646.429,0.002,6633.162674650699
