msci_index,last,day,previous_price
USA,39210.251,0.0216,38381.216718872354
CANADA,23277.025,-0.0004,23286.339535814328
SWITZERLAND,44920.142,-0.0036,45082.438779606586
UNITED KINGDOM,21869.188,-0.0106,22103.4849403679
JAPAN,23275.286,0.0229,22754.214488219768
PACIFIC ex JAPAN,18865.332,0.0028000000000000004,18812.656561627442
GERMANY,18526.055,0.0033,18465.120103657926
NORDIC COUNTRIES,63996.364,-0.0045000000000000005,64285.6494224008
FRANCE,20969.163,0.0060999999999999995,20842.026637511182
ITALY,4188.791,0.0018,4181.264723497704
SPAIN,15409.219,0.0004,15403.057776889244
EUROPE,23995.415,-0.0009,24017.030327294568
WORLD,28266.692,0.0168,27799.657749803304
EM (EMERGING MARKETS),1110.981,0.015,1094.5625615763547
WORLD SMALL CAP,1105.164,0.018799999999999997,1084.7703180212015
WORLD ENHANCED VALUE,3998.628,0.0191,3923.685604945541
WORLD MOMENTUM,8375.406,0.0268,8156.803661862097
WORLD SECTOR NEUTRAL QUALITY,4437.023,0.0134,4378.353068877047
EUROPE SECTOR NEUTRAL QUALITY,2691.823,-0.0034000000000000002,2701.0064218342363
USA SECTOR NEUTRAL QUALITY,12394.951,0.0178,12178.179406563175
WORLD MINIMUM VOLATILITY (GBP),6388.84,0.0058,6351.998409226487
