msci_index,last,day,previous_price
USA,38670.742,-0.009300000000000001,39033.75593015039
CANADA,23271.282,0.0012,23243.3899320815
SWITZERLAND,45146.062,0.0064,44858.9646263911
UNITED KINGDOM,21938.408,-0.0013,21966.96505457094
JAPAN,22775.873,-0.0278,23427.147706233285
PACIFIC ex JAPAN,18547.166,-0.0049,18638.494623655915
GERMANY,18308.313,-0.012199999999999999,18534.433083620163
NORDIC COUNTRIES,63731.612,-0.012199999999999999,64518.74063575623
FRANCE,20558.662,-0.0074,20711.930284102356
ITALY,4133.209,-0.011399999999999999,4180.870928585879
SPAIN,15408.332,-0.004,15470.212851405622
EUROPE,23781.61,-0.008100000000000001,23975.814094162717
WORLD,27897.39,-0.0097,28170.64525901242
EM (EMERGING MARKETS),1080.323,-0.0338,1118.1152970399505
WORLD SMALL CAP,1094.244,-0.0101,1105.4086271340539
WORLD ENHANCED VALUE,3941.033,-0.0278,4053.7265994651307
WORLD MOMENTUM,8219.635,-0.0358,8524.823688031529
WORLD SECTOR NEUTRAL QUALITY,4382.74,-0.009399999999999999,4424.3286896830205
EUROPE SECTOR NEUTRAL QUALITY,2665.111,-0.0076,2685.5209592906085
USA SECTOR NEUTRAL QUALITY,12267.287,-0.0089,12377.446271819192
WORLD MINIMUM VOLATILITY (GBP),6398.423,0.0049,6367.22360433874
