msci_index,last,day,previous_price
USA,38302.938,-0.005,38495.415075376884
CANADA,23203.555,0.005699999999999999,23072.04434722084
SWITZERLAND,44196.848,-0.0014000000000000002,44258.81033446825
UNITED KINGDOM,22011.148,-0.0001,22013.349334933493
JAPAN,22098.072,0.01,21879.27920792079
PACIFIC ex JAPAN,18659.602,0.0005,18650.276861569215
GERMANY,18854.552,0.0184,18513.896307934014
NORDIC COUNTRIES,66025.441,0.0070999999999999995,65559.96524674809
FRANCE,20280.082,0.016399999999999998,19952.8551751279
ITALY,3998.381,0.013500000000000002,3945.121854958066
SPAIN,14495.253,0.022099999999999998,14181.834458467862
EUROPE,23584.435,0.0092,23369.436187078874
WORLD,27630.294,-0.0014000000000000002,27669.03064290006
EM (EMERGING MARKETS),1040.203,0.01,1029.9039603960396
WORLD SMALL CAP,1062.703,0.0011,1061.5353111577263
WORLD ENHANCED VALUE,3767.091,0.0022,3758.8215924965075
WORLD MOMENTUM,7693.811,0.0019,7679.220481085937
WORLD SECTOR NEUTRAL QUALITY,4331.159,-0.0017000000000000001,4338.534508664729
EUROPE SECTOR NEUTRAL QUALITY,2652.962,0.0059,2637.401332140372
USA SECTOR NEUTRAL QUALITY,12054.712,-0.005,12115.288442211055
WORLD MINIMUM VOLATILITY (GBP),6415.403,-0.003,6434.707121364093
