msci_index,last,day,previous_price
USA,38221.364,-0.0148,38795.537961835165
CANADA,23709.711,-0.011399999999999999,23983.11855148695
SWITZERLAND,45868.844,-0.0067,46178.238195912614
UNITED KINGDOM,23013.179,0.0039000000000000003,22923.776272537107
JAPAN,21725.031,0.0013,21696.82512733446
PACIFIC ex JAPAN,19547.0,0.0074,19403.41473099067
GERMANY,18562.92,0.0004,18555.497800879646
NORDIC COUNTRIES,65075.587,0.0012,64997.589892129436
FRANCE,20651.609,-0.005699999999999999,20769.997988534647
ITALY,4147.32,-0.0033,4161.051469850507
SPAIN,15446.117,-0.015600000000000001,15690.894961397806
EUROPE,24007.714,-0.0034000000000000002,24089.618703592212
WORLD,27681.649,-0.011399999999999999,28000.858790208375
EM (EMERGING MARKETS),968.232,-0.0141,982.0793183892889
WORLD SMALL CAP,1070.777,-0.011000000000000001,1082.6865520728009
WORLD ENHANCED VALUE,3802.172,-0.013999999999999999,3856.158215010142
WORLD MOMENTUM,7256.475,-0.0232,7428.823710073711
WORLD SECTOR NEUTRAL QUALITY,4418.304,-0.009300000000000001,4459.779953568184
EUROPE SECTOR NEUTRAL QUALITY,2709.798,-0.0038,2720.1345111423407
USA SECTOR NEUTRAL QUALITY,12363.296,-0.010700000000000001,12497.014050338625
WORLD MINIMUM VOLATILITY (GBP),6658.034,0.0009,6652.047157558198
