msci_index,last,day,previous_price
USA,38945.898,0.0091,38594.686354176985
CANADA,23096.947,-0.0088,23302.004640839386
SWITZERLAND,46086.839,0.0023,45981.08251022648
UNITED KINGDOM,22044.381,-0.0024,22097.414795509223
JAPAN,22500.518,-0.0013,22529.806748773404
PACIFIC ex JAPAN,18485.496,0.0017000000000000001,18454.123989218326
GERMANY,18117.965,-0.003,18172.482447342027
NORDIC COUNTRIES,63677.271,-0.0005,63709.12556278139
FRANCE,20640.119,-0.003,20702.225677031092
ITALY,4068.759,-0.004,4085.0993975903616
SPAIN,15388.834,-0.0004,15394.991996798719
EUROPE,23871.361,-0.0,23871.361
WORLD,28025.796,0.0062,27853.106738223018
EM (EMERGING MARKETS),1060.344,-0.0031,1063.6412879927777
WORLD SMALL CAP,1108.285,-0.0017000000000000001,1110.1722928979266
WORLD ENHANCED VALUE,3968.18,-0.0015,3974.1412118177263
WORLD MOMENTUM,8324.266,0.0176,8180.2928459119485
WORLD SECTOR NEUTRAL QUALITY,4437.013,0.0075,4403.983126550868
EUROPE SECTOR NEUTRAL QUALITY,2697.058,0.0026,2690.063834031518
USA SECTOR NEUTRAL QUALITY,12483.267,0.011699999999999999,12338.901848374024
WORLD MINIMUM VOLATILITY (GBP),6468.823,-0.0001,6469.4699469947
