msci_index,last,day,previous_price
USA,39320.727,-0.0029,39435.08875739645
CANADA,24183.064,-0.0023,24238.813270522198
SWITZERLAND,45664.746,0.0116,45141.10913404507
UNITED KINGDOM,22773.295,0.0013,22743.728153400574
JAPAN,22301.43,-0.0313,23022.01920099102
PACIFIC ex JAPAN,19458.473,0.0008,19442.918665067948
GERMANY,19060.518,0.0014000000000000002,19033.870581186336
NORDIC COUNTRIES,65554.426,0.0046,65254.25642046587
FRANCE,20893.255,0.0011,20870.297672560184
ITALY,4239.727,-0.0043,4258.036557195942
SPAIN,15853.319,-0.004,15916.986947791163
EUROPE,24306.584,0.0007000000000000001,24289.581293094834
WORLD,28370.802,-0.0039000000000000003,28481.881337215138
EM (EMERGING MARKETS),1012.661,-0.02,1033.3275510204082
WORLD SMALL CAP,1100.751,-0.0003,1101.0813243973191
WORLD ENHANCED VALUE,3922.311,-0.0066,3948.370243607812
WORLD MOMENTUM,7677.381,-0.016399999999999998,7805.389385929239
WORLD SECTOR NEUTRAL QUALITY,4485.19,-0.0016,4492.37780448718
EUROPE SECTOR NEUTRAL QUALITY,2726.064,0.0023,2719.8084405866507
USA SECTOR NEUTRAL QUALITY,12533.487,-0.0037,12580.033122553448
WORLD MINIMUM VOLATILITY (GBP),6632.653,0.0004,6630.000999600161
