msci_index,last,day,previous_price
USA,38580.566,-0.0055000000000000005,38793.93262946204
CANADA,23222.2,0.001,23199.000999001004
SWITZERLAND,46133.221,0.0072,45803.43625893565
UNITED KINGDOM,22133.051,0.0069,21981.379481577118
JAPAN,22969.681,0.013600000000000001,22661.484806629833
PACIFIC ex JAPAN,18468.057,-0.008,18616.992943548386
GERMANY,18356.579,0.009000000000000001,18192.84340931616
NORDIC COUNTRIES,64109.403,0.0059,63733.37608112138
FRANCE,20772.387,0.0043,20683.448172856715
ITALY,4107.052,0.0003,4105.820253923823
SPAIN,15426.177,0.006500000000000001,15326.55439642325
EUROPE,23979.744,0.0068000000000000005,23817.78307508939
WORLD,27895.202,-0.0023,27959.508870401925
EM (EMERGING MARKETS),1094.106,0.0105,1082.7372587827808
WORLD SMALL CAP,1109.949,0.0092,1099.8305588585017
WORLD ENHANCED VALUE,4043.279,0.027000000000000003,3936.980525803311
WORLD MOMENTUM,8425.22,0.0273,8201.323858658618
WORLD SECTOR NEUTRAL QUALITY,4393.33,-0.0014000000000000002,4399.489284998998
EUROPE SECTOR NEUTRAL QUALITY,2691.923,0.0067,2674.007152081057
USA SECTOR NEUTRAL QUALITY,12278.337,-0.0045000000000000005,12333.839276745353
WORLD MINIMUM VOLATILITY (GBP),6419.902,-0.0023,6434.701814172597
